event_type,t_start,t_end,metric,value,severity,scale
anomaly,99,148,A_mean(t),23.317497,high,
anomaly,100,149,A_mean(t),22.238078,high,
anomaly,101,150,A_mean(t),20.505871,high,
anomaly,102,150,A_mean(t),17.827017,high,
anomaly,103,150,A_mean(t),14.707199,high,
anomaly,104,148,A_mean(t),11.892415,high,
anomaly,105,148,A_mean(t),10.058328,high,
anomaly,106,146,A_mean(t),8.353470,medium,
anomaly,107,145,A_mean(t),7.233217,medium,
anomaly,108,144,A_mean(t),6.373318,medium,
anomaly,109,142,A_mean(t),5.738633,medium,
anomaly,110,139,A_mean(t),5.084115,medium,
anomaly,111,137,A_mean(t),4.595579,medium,
anomaly,112,137,A_mean(t),4.191191,low,
anomaly,202,245,A_mean(t),24.584548,high,
anomaly,203,245,A_mean(t),17.197727,high,
anomaly,204,244,A_mean(t),13.111010,high,
anomaly,205,244,A_mean(t),11.477374,high,
anomaly,206,241,A_mean(t),9.441103,high,
anomaly,207,236,A_mean(t),8.038719,medium,
anomaly,208,236,A_mean(t),6.778232,medium,
anomaly,209,236,A_mean(t),6.171799,medium,
anomaly,210,217,A_mean(t),4.882836,medium,
anomaly,211,217,A_mean(t),4.358272,medium,
anomaly,212,217,A_mean(t),3.933619,low,
anomaly,122,124,entropy_S,3.778177,low,
anomaly,185,189,entropy_S,5.980386,medium,
anomaly,186,188,entropy_S,4.882316,medium,
anomaly,289,292,entropy_S,3.653798,low,
anomaly,296,298,entropy_S,3.186827,low,
anomaly,427,430,entropy_S,3.543279,low,
anomaly,199,202,effort(t),8.500200,high,
anomaly,200,202,effort(t),6.806969,medium,
anomaly,216,219,effort(t),11.083961,high,
anomaly,217,219,effort(t),9.921761,high,
anomaly,278,282,effort(t),9.443469,high,
anomaly,279,282,effort(t),7.662351,medium,
anomaly,280,282,effort(t),6.646127,medium,
anomaly,281,330,mean_high_effort,68.636265,high,
anomaly,282,331,mean_high_effort,65.156687,high,
anomaly,283,332,mean_high_effort,61.963170,high,
anomaly,284,333,mean_high_effort,57.312067,high,
anomaly,285,334,mean_high_effort,53.912078,high,
anomaly,286,335,mean_high_effort,50.212484,high,
anomaly,287,336,mean_high_effort,46.509040,high,
anomaly,288,337,mean_high_effort,43.763564,high,
anomaly,289,338,mean_high_effort,39.494172,high,
anomaly,290,339,mean_high_effort,35.737705,high,
anomaly,291,340,mean_high_effort,32.961911,high,
anomaly,292,341,mean_high_effort,30.501198,high,
anomaly,293,342,mean_high_effort,28.655520,high,
anomaly,294,343,mean_high_effort,26.743686,high,
anomaly,295,344,mean_high_effort,25.190443,high,
anomaly,296,345,mean_high_effort,23.770986,high,
anomaly,297,346,mean_high_effort,21.953611,high,
anomaly,298,347,mean_high_effort,20.609715,high,
anomaly,299,348,mean_high_effort,19.179022,high,
anomaly,300,349,mean_high_effort,18.195829,high,
anomaly,301,350,mean_high_effort,16.972493,high,
anomaly,303,352,mean_high_effort,14.941823,high,
anomaly,304,353,mean_high_effort,13.965298,high,
anomaly,305,354,mean_high_effort,12.968037,high,
anomaly,306,355,mean_high_effort,12.124267,high,
anomaly,307,356,mean_high_effort,11.306425,high,
anomaly,437,486,mean_high_effort,6.714421,medium,
anomaly,438,487,mean_high_effort,6.151726,medium,
anomaly,445,494,mean_high_effort,4.206363,low,
anomaly,219,224,d_effort_dt,8.287942,medium,
anomaly,287,289,d_effort_dt,12.873682,high,
anomaly,312,315,d_effort_dt,7.682974,medium,
anomaly,313,315,d_effort_dt,6.617351,medium,
