event_type,t_start,t_end,metric,value,severity
anomaly,105,107,A_mean(t),9.047843,high
anomaly,112,114,A_mean(t),6.035167,medium
anomaly,118,124,A_mean(t),5.027276,medium
anomaly,122,171,entropy_S,5.244806,medium
anomaly,123,126,entropy_S,3.757994,low
anomaly,124,126,entropy_S,3.354754,low
anomaly,184,189,entropy_S,7.033390,medium
anomaly,185,189,entropy_S,5.549404,medium
anomaly,186,189,entropy_S,4.337477,medium
anomaly,98,101,effort(t),9.839767,high
anomaly,99,101,effort(t),8.608331,high
anomaly,103,111,effort(t),11.832781,high
anomaly,104,111,effort(t),10.582408,high
anomaly,105,111,effort(t),8.867353,high
anomaly,106,111,effort(t),8.049034,medium
anomaly,107,111,effort(t),7.054268,medium
anomaly,113,152,effort(t),102.739234,high
anomaly,118,140,effort(t),59.935971,high
anomaly,119,128,effort(t),10.294170,high
anomaly,120,124,effort(t),5.925029,medium
anomaly,121,124,effort(t),5.233908,medium
anomaly,122,124,effort(t),4.566082,medium
anomaly,114,163,mean_high_effort,183.426116,high
anomaly,115,164,mean_high_effort,161.100307,high
anomaly,116,165,mean_high_effort,135.789687,high
anomaly,117,166,mean_high_effort,115.706063,high
anomaly,118,167,mean_high_effort,95.230762,high
anomaly,119,168,mean_high_effort,79.464239,high
anomaly,120,169,mean_high_effort,61.992780,high
anomaly,121,170,mean_high_effort,45.591472,high
anomaly,122,171,mean_high_effort,35.656800,high
anomaly,123,172,mean_high_effort,28.289578,high
anomaly,124,173,mean_high_effort,22.815027,high
anomaly,125,174,mean_high_effort,18.830441,high
anomaly,126,175,mean_high_effort,15.635080,high
anomaly,127,176,mean_high_effort,13.645187,high
anomaly,128,177,mean_high_effort,11.913264,high
anomaly,129,178,mean_high_effort,10.518506,high
anomaly,130,179,mean_high_effort,9.238113,high
anomaly,131,180,mean_high_effort,8.302548,medium
anomaly,132,181,mean_high_effort,7.123885,medium
anomaly,133,182,mean_high_effort,6.305448,medium
anomaly,134,183,mean_high_effort,5.183275,medium
anomaly,135,184,mean_high_effort,4.473560,medium
anomaly,136,185,mean_high_effort,3.908691,low
anomaly,137,186,mean_high_effort,3.522403,low
anomaly,196,199,mean_high_effort,3.167393,low
anomaly,197,199,mean_high_effort,2.837631,low
anomaly,113,115,d_effort_dt,12.602064,high
anomaly,119,121,d_effort_dt,5.248477,medium
anomaly,129,136,d_effort_dt,34.183845,high
anomaly,130,136,d_effort_dt,30.981778,high
anomaly,131,136,d_effort_dt,24.178893,high
anomaly,132,134,d_effort_dt,10.576139,high
harmonic_emergence,10,103,S(t),1,low
harmonic_emergence,70,163,S(t),1,low
harmonic_emergence,100,193,S(t),1,low
phase_cycle,1,7,S(t),6,low
phase_cycle,2,7,S(t),5,low
phase_cycle,3,8,S(t),5,low
phase_cycle,54,59,S(t),5,low
