event_type,t_start,t_end,metric,value,severity,scale
anomaly,98,147,A_mean(t),27.435245,high,
anomaly,99,148,A_mean(t),26.357998,high,
anomaly,100,149,A_mean(t),23.389011,high,
anomaly,101,150,A_mean(t),19.375510,high,
anomaly,102,150,A_mean(t),16.162220,high,
anomaly,103,150,A_mean(t),13.460054,high,
anomaly,104,148,A_mean(t),11.373650,high,
anomaly,105,148,A_mean(t),9.739224,high,
anomaly,106,146,A_mean(t),8.196513,medium,
anomaly,107,145,A_mean(t),7.113916,medium,
anomaly,108,144,A_mean(t),6.272023,medium,
anomaly,109,142,A_mean(t),5.642020,medium,
anomaly,110,141,A_mean(t),5.015577,medium,
anomaly,111,138,A_mean(t),4.529383,medium,
anomaly,112,137,A_mean(t),4.124731,low,
anomaly,201,249,A_mean(t),21.899079,high,
anomaly,202,248,A_mean(t),21.104822,high,
anomaly,203,248,A_mean(t),15.970741,high,
anomaly,204,245,A_mean(t),12.508522,high,
anomaly,205,245,A_mean(t),10.620285,high,
anomaly,206,245,A_mean(t),8.868802,high,
anomaly,207,244,A_mean(t),7.582593,medium,
anomaly,208,241,A_mean(t),6.520976,medium,
anomaly,209,240,A_mean(t),5.841517,medium,
anomaly,210,237,A_mean(t),5.215483,medium,
anomaly,211,236,A_mean(t),4.673297,medium,
anomaly,212,218,A_mean(t),3.764000,low,
anomaly,114,142,entropy_S,6.466886,medium,
anomaly,115,142,entropy_S,6.363302,medium,
anomaly,116,142,entropy_S,6.012509,medium,
anomaly,117,119,entropy_S,3.765568,low,
anomaly,123,125,entropy_S,3.377182,low,
anomaly,274,281,entropy_S,5.580258,medium,
anomaly,275,281,entropy_S,5.135753,medium,
anomaly,276,280,entropy_S,4.708503,medium,
anomaly,277,280,entropy_S,4.055854,low,
anomaly,412,415,entropy_S,3.314860,low,
anomaly,486,490,entropy_S,4.445930,medium,
anomaly,487,490,entropy_S,4.042331,low,
anomaly,130,135,effort(t),210.405718,high,
anomaly,277,288,effort(t),15.563801,high,
anomaly,278,288,effort(t),14.229245,high,
anomaly,285,288,effort(t),6.077110,medium,
anomaly,295,344,effort(t),23.796279,high,
anomaly,296,313,effort(t),16.212953,high,
anomaly,297,313,effort(t),14.599254,high,
anomaly,298,313,effort(t),13.459488,high,
anomaly,299,313,effort(t),11.875774,high,
anomaly,302,313,effort(t),7.919835,medium,
anomaly,304,307,effort(t),3.701656,low,
anomaly,303,352,mean_high_effort,36.417556,high,
anomaly,304,353,mean_high_effort,33.285835,high,
anomaly,305,354,mean_high_effort,29.532704,high,
anomaly,306,355,mean_high_effort,25.603624,high,
anomaly,307,356,mean_high_effort,22.323818,high,
anomaly,308,357,mean_high_effort,19.443411,high,
anomaly,309,358,mean_high_effort,16.922800,high,
anomaly,310,359,mean_high_effort,14.949559,high,
anomaly,311,360,mean_high_effort,13.393424,high,
anomaly,312,361,mean_high_effort,11.912720,high,
anomaly,313,362,mean_high_effort,10.682897,high,
anomaly,314,363,mean_high_effort,9.557647,high,
anomaly,315,364,mean_high_effort,9.030632,high,
anomaly,424,473,mean_high_effort,8.802640,high,
anomaly,428,477,mean_high_effort,6.840513,medium,
anomaly,131,137,d_effort_dt,189.400408,high,
anomaly,282,284,d_effort_dt,4.611735,medium,
anomaly,288,291,d_effort_dt,3.328650,low,
anomaly,310,313,d_effort_dt,5.438986,medium,
anomaly,311,313,d_effort_dt,3.577386,low,
anomaly,217,219,mean_abs_error,4.731400,medium,
harmonic_emergence,10,103,S(t),2,medium,
harmonic_emergence,20,113,S(t),2,medium,
harmonic_emergence,50,143,S(t),1,low,
harmonic_emergence,70,163,S(t),1,low,
harmonic_emergence,150,243,S(t),1,low,
harmonic_emergence,220,313,S(t),1,low,
harmonic_emergence,240,333,S(t),1,low,
harmonic_emergence,250,343,S(t),1,low,
harmonic_emergence,270,363,S(t),1,low,
harmonic_emergence,280,373,S(t),3,medium,
harmonic_emergence,300,393,S(t),1,low,
harmonic_emergence,310,403,S(t),1,low,
harmonic_emergence,320,413,S(t),1,low,
harmonic_emergence,330,423,S(t),2,medium,
harmonic_emergence,340,433,S(t),2,medium,
harmonic_emergence,350,443,S(t),2,medium,
harmonic_emergence,370,463,S(t),2,medium,
harmonic_emergence,380,473,S(t),1,low,
harmonic_emergence,400,493,S(t),1,low,
phase_cycle,1,12,S(t),11,medium,
phase_cycle,2,7,S(t),5,low,
phase_cycle,3,8,S(t),5,low,
phase_cycle,381,386,S(t),5,low,
phase_cycle,382,389,S(t),7,low,
fractal_pattern,100,200,A_mean(t),0.666170,medium,10/100
fractal_pattern,150,250,A_mean(t),0.658374,medium,10/100
fractal_pattern,150,250,entropy_S,0.761090,medium,10/100
fractal_pattern,250,350,effort(t),0.649376,medium,10/100
fractal_pattern,350,450,effort(t),0.666461,medium,10/100
fractal_pattern,100,200,mean_high_effort,0.686261,medium,10/100
fractal_pattern,150,250,mean_high_effort,0.676946,medium,10/100
fractal_pattern,200,300,mean_high_effort,0.750831,medium,10/100
fractal_pattern,300,400,mean_high_effort,0.937234,high,10/100
fractal_pattern,350,450,mean_high_effort,0.814708,medium,10/100
fractal_pattern,250,350,d_effort_dt,0.731254,medium,10/100
