event_type,t_start,t_end,metric,value,severity
anomaly,122,171,entropy_S,5.449024,medium
anomaly,123,126,entropy_S,3.047576,low
anomaly,171,182,entropy_S,4.450443,medium
anomaly,172,181,entropy_S,4.326984,medium
anomaly,95,144,effort(t),890.459725,high
anomaly,96,145,effort(t),860.912323,high
anomaly,97,146,effort(t),737.169187,high
anomaly,98,147,effort(t),647.103911,high
anomaly,99,101,effort(t),10.230268,high
anomaly,103,152,effort(t),275.526452,high
anomaly,104,153,effort(t),242.987628,high
anomaly,106,155,effort(t),179.868080,high
anomaly,107,111,effort(t),8.117316,medium
anomaly,113,162,effort(t),73.597187,high
anomaly,107,156,mean_high_effort,397.389637,high
anomaly,108,157,mean_high_effort,354.055257,high
anomaly,109,158,mean_high_effort,283.711536,high
anomaly,110,159,mean_high_effort,211.114596,high
anomaly,111,160,mean_high_effort,170.067881,high
anomaly,112,161,mean_high_effort,133.085464,high
anomaly,113,162,mean_high_effort,104.839987,high
anomaly,114,163,mean_high_effort,88.300684,high
anomaly,115,164,mean_high_effort,70.032577,high
anomaly,116,165,mean_high_effort,55.070270,high
anomaly,117,166,mean_high_effort,44.199850,high
anomaly,118,167,mean_high_effort,37.350021,high
anomaly,119,168,mean_high_effort,31.208700,high
anomaly,120,169,mean_high_effort,27.001818,high
anomaly,121,170,mean_high_effort,17.606304,high
anomaly,122,171,mean_high_effort,14.124678,high
anomaly,123,172,mean_high_effort,10.040956,high
anomaly,124,173,mean_high_effort,8.161758,medium
anomaly,125,174,mean_high_effort,6.624900,medium
anomaly,126,175,mean_high_effort,5.691854,medium
anomaly,127,176,mean_high_effort,5.026555,medium
anomaly,128,177,mean_high_effort,4.527124,medium
anomaly,101,150,d_effort_dt,909.316194,high
anomaly,102,108,d_effort_dt,5.583435,medium
anomaly,104,108,d_effort_dt,4.374723,medium
anomaly,105,108,d_effort_dt,3.704062,low
anomaly,113,140,d_effort_dt,142.214059,high
anomaly,114,140,d_effort_dt,118.609474,high
anomaly,117,129,d_effort_dt,46.799231,high
anomaly,118,129,d_effort_dt,42.018463,high
anomaly,119,129,d_effort_dt,37.158975,high
anomaly,120,129,d_effort_dt,33.826762,high
anomaly,121,125,d_effort_dt,8.219087,medium
anomaly,122,125,d_effort_dt,5.760943,medium
harmonic_emergence,10,103,S(t),1,low
harmonic_emergence,30,123,S(t),1,low
harmonic_emergence,40,133,S(t),1,low
harmonic_emergence,50,143,S(t),1,low
harmonic_emergence,60,153,S(t),2,medium
harmonic_emergence,90,183,S(t),1,low
harmonic_emergence,100,193,S(t),1,low
phase_cycle,1,7,S(t),6,low
phase_cycle,2,7,S(t),5,low
phase_cycle,166,171,S(t),5,low
