event_type,t_start,t_end,metric,value,severity
harmonic_emergence,1310,1403,S(t),1,low
harmonic_emergence,1320,1413,S(t),1,low
harmonic_emergence,1330,1423,S(t),1,low
harmonic_emergence,1340,1433,S(t),2,medium
harmonic_emergence,1380,1473,S(t),1,low
harmonic_emergence,1390,1483,S(t),1,low
harmonic_emergence,1400,1493,S(t),2,medium
harmonic_emergence,1410,1503,S(t),1,low
harmonic_emergence,1420,1513,S(t),1,low
harmonic_emergence,1430,1523,S(t),1,low
harmonic_emergence,1440,1533,S(t),2,medium
harmonic_emergence,1480,1573,S(t),1,low
harmonic_emergence,1490,1583,S(t),1,low
harmonic_emergence,1500,1593,S(t),2,medium
harmonic_emergence,1510,1603,S(t),1,low
harmonic_emergence,1520,1613,S(t),1,low
harmonic_emergence,1530,1623,S(t),1,low
harmonic_emergence,1540,1633,S(t),2,medium
harmonic_emergence,1580,1673,S(t),1,low
harmonic_emergence,1590,1683,S(t),1,low
harmonic_emergence,1600,1693,S(t),2,medium
harmonic_emergence,1610,1703,S(t),1,low
harmonic_emergence,1620,1713,S(t),1,low
harmonic_emergence,1630,1723,S(t),1,low
harmonic_emergence,1640,1733,S(t),2,medium
harmonic_emergence,1680,1773,S(t),1,low
harmonic_emergence,1690,1783,S(t),1,low
harmonic_emergence,1700,1793,S(t),2,medium
harmonic_emergence,1710,1803,S(t),1,low
harmonic_emergence,1720,1813,S(t),1,low
harmonic_emergence,1730,1823,S(t),1,low
harmonic_emergence,1740,1833,S(t),2,medium
harmonic_emergence,1780,1873,S(t),1,low
harmonic_emergence,1790,1883,S(t),1,low
harmonic_emergence,1800,1893,S(t),2,medium
harmonic_emergence,1810,1903,S(t),1,low
harmonic_emergence,1820,1913,S(t),1,low
harmonic_emergence,1830,1923,S(t),1,low
harmonic_emergence,1840,1933,S(t),2,medium
harmonic_emergence,1880,1973,S(t),1,low
harmonic_emergence,1890,1983,S(t),1,low
harmonic_emergence,1900,1993,S(t),2,medium
phase_cycle,1,9,S(t),8,low
phase_cycle,40,63,S(t),23,medium
phase_cycle,99,107,S(t),8,low
phase_cycle,101,109,S(t),8,low
phase_cycle,140,163,S(t),23,medium
phase_cycle,199,207,S(t),8,low
phase_cycle,201,209,S(t),8,low
phase_cycle,240,263,S(t),23,medium
phase_cycle,299,307,S(t),8,low
phase_cycle,301,309,S(t),8,low
phase_cycle,340,363,S(t),23,medium
phase_cycle,399,407,S(t),8,low
phase_cycle,401,409,S(t),8,low
phase_cycle,440,463,S(t),23,medium
phase_cycle,499,507,S(t),8,low
phase_cycle,501,509,S(t),8,low
phase_cycle,540,563,S(t),23,medium
phase_cycle,599,607,S(t),8,low
phase_cycle,601,609,S(t),8,low
phase_cycle,640,663,S(t),23,medium
phase_cycle,699,707,S(t),8,low
phase_cycle,701,709,S(t),8,low
phase_cycle,740,763,S(t),23,medium
phase_cycle,799,807,S(t),8,low
phase_cycle,801,809,S(t),8,low
phase_cycle,840,863,S(t),23,medium
phase_cycle,899,907,S(t),8,low
phase_cycle,901,909,S(t),8,low
phase_cycle,940,963,S(t),23,medium
phase_cycle,999,1007,S(t),8,low
phase_cycle,1001,1009,S(t),8,low
phase_cycle,1040,1063,S(t),23,medium
phase_cycle,1099,1107,S(t),8,low
phase_cycle,1101,1109,S(t),8,low
phase_cycle,1140,1163,S(t),23,medium
phase_cycle,1199,1207,S(t),8,low
phase_cycle,1201,1209,S(t),8,low
phase_cycle,1240,1263,S(t),23,medium
phase_cycle,1299,1307,S(t),8,low
phase_cycle,1301,1309,S(t),8,low
phase_cycle,1340,1363,S(t),23,medium
phase_cycle,1399,1407,S(t),8,low
phase_cycle,1401,1409,S(t),8,low
phase_cycle,1440,1463,S(t),23,medium
phase_cycle,1499,1507,S(t),8,low
phase_cycle,1501,1509,S(t),8,low
phase_cycle,1540,1563,S(t),23,medium
phase_cycle,1599,1607,S(t),8,low
phase_cycle,1601,1609,S(t),8,low
phase_cycle,1640,1663,S(t),23,medium
phase_cycle,1699,1707,S(t),8,low
phase_cycle,1701,1709,S(t),8,low
phase_cycle,1740,1763,S(t),23,medium
phase_cycle,1799,1807,S(t),8,low
phase_cycle,1801,1809,S(t),8,low
phase_cycle,1840,1863,S(t),23,medium
phase_cycle,1899,1907,S(t),8,low
phase_cycle,1901,1909,S(t),8,low
phase_cycle,1940,1963,S(t),23,medium
