event_type,t_start,t_end,metric,value,severity
anomaly,4892,4894,S(t),4.823477,medium
anomaly,4987,4989,S(t),4.415647,medium
anomaly,4991,4994,S(t),5.249796,medium
anomaly,4992,4994,S(t),4.823477,medium
anomaly,5087,5089,S(t),4.415647,medium
anomaly,5091,5094,S(t),5.249796,medium
anomaly,5092,5094,S(t),4.823477,medium
anomaly,5187,5189,S(t),4.415647,medium
anomaly,5191,5194,S(t),5.249796,medium
anomaly,5192,5194,S(t),4.823477,medium
anomaly,5287,5289,S(t),4.415647,medium
anomaly,5291,5294,S(t),5.249796,medium
anomaly,5292,5294,S(t),4.823477,medium
anomaly,5387,5389,S(t),4.415647,medium
anomaly,5391,5394,S(t),5.249796,medium
anomaly,5392,5394,S(t),4.823477,medium
anomaly,5487,5489,S(t),4.415647,medium
anomaly,5491,5494,S(t),5.249796,medium
anomaly,5492,5494,S(t),4.823477,medium
anomaly,5587,5589,S(t),4.415647,medium
anomaly,5591,5594,S(t),5.249796,medium
anomaly,5592,5594,S(t),4.823477,medium
anomaly,5687,5689,S(t),4.415647,medium
anomaly,5691,5694,S(t),5.249796,medium
anomaly,5692,5694,S(t),4.823477,medium
anomaly,5787,5789,S(t),4.415647,medium
anomaly,5791,5794,S(t),5.249796,medium
anomaly,5792,5794,S(t),4.823477,medium
anomaly,5887,5889,S(t),4.415647,medium
anomaly,5891,5894,S(t),5.249796,medium
anomaly,5892,5894,S(t),4.823477,medium
anomaly,5987,5989,S(t),4.415647,medium
anomaly,5991,5994,S(t),5.249796,medium
anomaly,5992,5994,S(t),4.823477,medium
anomaly,6087,6089,S(t),4.415647,medium
anomaly,6091,6094,S(t),5.249796,medium
anomaly,6092,6094,S(t),4.823477,medium
anomaly,6187,6189,S(t),4.415647,medium
anomaly,6191,6194,S(t),5.249796,medium
anomaly,6192,6194,S(t),4.823477,medium
anomaly,6287,6289,S(t),4.415647,medium
anomaly,6291,6294,S(t),5.249796,medium
anomaly,6292,6294,S(t),4.823477,medium
anomaly,6387,6389,S(t),4.415647,medium
anomaly,6391,6394,S(t),5.249796,medium
anomaly,6392,6394,S(t),4.823477,medium
anomaly,6487,6489,S(t),4.415647,medium
anomaly,6491,6494,S(t),5.249796,medium
anomaly,6492,6494,S(t),4.823477,medium
anomaly,6587,6589,S(t),4.415647,medium
anomaly,6591,6594,S(t),5.249796,medium
anomaly,6592,6594,S(t),4.823477,medium
anomaly,6687,6689,S(t),4.415647,medium
anomaly,6691,6694,S(t),5.249796,medium
anomaly,6692,6694,S(t),4.823477,medium
anomaly,6787,6789,S(t),4.415647,medium
anomaly,6791,6794,S(t),5.249796,medium
anomaly,6792,6794,S(t),4.823477,medium
anomaly,6887,6889,S(t),4.415647,medium
anomaly,6891,6894,S(t),5.249796,medium
anomaly,6892,6894,S(t),4.823477,medium
anomaly,6987,6989,S(t),4.415647,medium
anomaly,6991,6994,S(t),5.249796,medium
anomaly,6992,6994,S(t),4.823477,medium
anomaly,7087,7089,S(t),4.415647,medium
anomaly,7091,7094,S(t),5.249796,medium
anomaly,7092,7094,S(t),4.823477,medium
anomaly,7187,7189,S(t),4.415647,medium
anomaly,7191,7194,S(t),5.249796,medium
anomaly,7192,7194,S(t),4.823477,medium
anomaly,7287,7289,S(t),4.415647,medium
anomaly,7291,7294,S(t),5.249796,medium
anomaly,7292,7294,S(t),4.823477,medium
anomaly,7387,7389,S(t),4.415647,medium
anomaly,7391,7394,S(t),5.249796,medium
anomaly,7392,7394,S(t),4.823477,medium
anomaly,7487,7489,S(t),4.415647,medium
anomaly,7491,7494,S(t),5.249796,medium
anomaly,7492,7494,S(t),4.823477,medium
anomaly,7587,7589,S(t),4.415647,medium
anomaly,7591,7594,S(t),5.249796,medium
anomaly,7592,7594,S(t),4.823477,medium
anomaly,7687,7689,S(t),4.415647,medium
anomaly,7691,7694,S(t),5.249796,medium
anomaly,7692,7694,S(t),4.823477,medium
anomaly,7787,7789,S(t),4.415647,medium
anomaly,7791,7794,S(t),5.249796,medium
anomaly,7792,7794,S(t),4.823477,medium
anomaly,7887,7889,S(t),4.415647,medium
anomaly,7891,7894,S(t),5.249796,medium
anomaly,7892,7894,S(t),4.823477,medium
anomaly,7987,7989,S(t),4.415647,medium
anomaly,7991,7994,S(t),5.249796,medium
anomaly,7992,7994,S(t),4.823477,medium
anomaly,8087,8089,S(t),4.415647,medium
anomaly,8091,8094,S(t),5.249796,medium
anomaly,8092,8094,S(t),4.823477,medium
anomaly,8187,8189,S(t),4.415647,medium
anomaly,8191,8194,S(t),5.249796,medium
anomaly,8192,8194,S(t),4.823477,medium
anomaly,8287,8289,S(t),4.415647,medium
anomaly,8291,8294,S(t),5.249796,medium
anomaly,8292,8294,S(t),4.823477,medium
anomaly,8387,8389,S(t),4.415647,medium
anomaly,8391,8394,S(t),5.249796,medium
anomaly,8392,8394,S(t),4.823477,medium
anomaly,8487,8489,S(t),4.415647,medium
anomaly,8491,8494,S(t),5.249796,medium
anomaly,8492,8494,S(t),4.823477,medium
anomaly,8587,8589,S(t),4.415647,medium
anomaly,8591,8594,S(t),5.249796,medium
anomaly,8592,8594,S(t),4.823477,medium
anomaly,8687,8689,S(t),4.415647,medium
anomaly,8691,8694,S(t),5.249796,medium
anomaly,8692,8694,S(t),4.823477,medium
anomaly,8787,8789,S(t),4.415647,medium
anomaly,8791,8794,S(t),5.249796,medium
anomaly,8792,8794,S(t),4.823477,medium
anomaly,8887,8889,S(t),4.415647,medium
anomaly,8891,8894,S(t),5.249796,medium
anomaly,8892,8894,S(t),4.823477,medium
anomaly,8987,8989,S(t),4.415647,medium
anomaly,8991,8994,S(t),5.249796,medium
anomaly,8992,8994,S(t),4.823477,medium
anomaly,9087,9089,S(t),4.415647,medium
anomaly,9091,9094,S(t),5.249796,medium
anomaly,9092,9094,S(t),4.823477,medium
anomaly,9187,9189,S(t),4.415647,medium
anomaly,9191,9194,S(t),5.249796,medium
anomaly,9192,9194,S(t),4.823477,medium
anomaly,9287,9289,S(t),4.415647,medium
anomaly,9291,9294,S(t),5.249796,medium
anomaly,9292,9294,S(t),4.823477,medium
anomaly,9387,9389,S(t),4.415647,medium
anomaly,9391,9394,S(t),5.249796,medium
anomaly,9392,9394,S(t),4.823477,medium
anomaly,9487,9489,S(t),4.415647,medium
anomaly,9491,9494,S(t),5.249796,medium
anomaly,9492,9494,S(t),4.823477,medium
anomaly,9587,9589,S(t),4.415647,medium
anomaly,9591,9594,S(t),5.249796,medium
anomaly,9592,9594,S(t),4.823477,medium
anomaly,9687,9689,S(t),4.415647,medium
anomaly,9691,9694,S(t),5.249796,medium
anomaly,9692,9694,S(t),4.823477,medium
anomaly,9787,9789,S(t),4.415647,medium
anomaly,9791,9794,S(t),5.249796,medium
anomaly,9792,9794,S(t),4.823477,medium
anomaly,9887,9889,S(t),4.415647,medium
anomaly,9891,9894,S(t),5.249796,medium
anomaly,9892,9894,S(t),4.823477,medium
anomaly,9987,9989,S(t),4.415647,medium
anomaly,9991,9994,S(t),5.249796,medium
anomaly,9992,9994,S(t),4.823477,medium
harmonic_emergence,10,103,S(t),1,low
harmonic_emergence,20,113,S(t),1,low
harmonic_emergence,30,123,S(t),1,low
harmonic_emergence,40,133,S(t),2,medium
harmonic_emergence,80,173,S(t),1,low
harmonic_emergence,90,183,S(t),1,low
harmonic_emergence,100,193,S(t),2,medium
harmonic_emergence,110,203,S(t),1,low
harmonic_emergence,120,213,S(t),1,low
harmonic_emergence,130,223,S(t),1,low
harmonic_emergence,140,233,S(t),2,medium
harmonic_emergence,180,273,S(t),1,low
harmonic_emergence,190,283,S(t),1,low
harmonic_emergence,200,293,S(t),2,medium
harmonic_emergence,210,303,S(t),1,low
harmonic_emergence,220,313,S(t),1,low
harmonic_emergence,230,323,S(t),1,low
harmonic_emergence,240,333,S(t),2,medium
harmonic_emergence,280,373,S(t),1,low
harmonic_emergence,290,383,S(t),1,low
harmonic_emergence,300,393,S(t),2,medium
harmonic_emergence,310,403,S(t),1,low
harmonic_emergence,320,413,S(t),1,low
harmonic_emergence,330,423,S(t),1,low
harmonic_emergence,340,433,S(t),2,medium
harmonic_emergence,380,473,S(t),1,low
harmonic_emergence,390,483,S(t),1,low
harmonic_emergence,400,493,S(t),2,medium
harmonic_emergence,410,503,S(t),1,low
harmonic_emergence,420,513,S(t),1,low
harmonic_emergence,430,523,S(t),1,low
harmonic_emergence,440,533,S(t),2,medium
harmonic_emergence,480,573,S(t),1,low
harmonic_emergence,490,583,S(t),1,low
harmonic_emergence,500,593,S(t),2,medium
harmonic_emergence,510,603,S(t),1,low
harmonic_emergence,520,613,S(t),1,low
harmonic_emergence,530,623,S(t),1,low
harmonic_emergence,540,633,S(t),2,medium
harmonic_emergence,580,673,S(t),1,low
harmonic_emergence,590,683,S(t),1,low
harmonic_emergence,600,693,S(t),2,medium
harmonic_emergence,610,703,S(t),1,low
harmonic_emergence,620,713,S(t),1,low
harmonic_emergence,630,723,S(t),1,low
harmonic_emergence,640,733,S(t),2,medium
harmonic_emergence,680,773,S(t),1,low
harmonic_emergence,690,783,S(t),1,low
harmonic_emergence,700,793,S(t),2,medium
harmonic_emergence,710,803,S(t),1,low
harmonic_emergence,720,813,S(t),1,low
harmonic_emergence,730,823,S(t),1,low
harmonic_emergence,740,833,S(t),2,medium
harmonic_emergence,780,873,S(t),1,low
harmonic_emergence,790,883,S(t),1,low
harmonic_emergence,800,893,S(t),2,medium
harmonic_emergence,810,903,S(t),1,low
harmonic_emergence,820,913,S(t),1,low
harmonic_emergence,830,923,S(t),1,low
harmonic_emergence,840,933,S(t),2,medium
harmonic_emergence,880,973,S(t),1,low
harmonic_emergence,890,983,S(t),1,low
harmonic_emergence,900,993,S(t),2,medium
harmonic_emergence,910,1003,S(t),1,low
harmonic_emergence,920,1013,S(t),1,low
harmonic_emergence,930,1023,S(t),1,low
harmonic_emergence,940,1033,S(t),2,medium
harmonic_emergence,980,1073,S(t),1,low
harmonic_emergence,990,1083,S(t),1,low
harmonic_emergence,1000,1093,S(t),2,medium
harmonic_emergence,1010,1103,S(t),1,low
harmonic_emergence,1020,1113,S(t),1,low
harmonic_emergence,1030,1123,S(t),1,low
harmonic_emergence,1040,1133,S(t),2,medium
harmonic_emergence,1080,1173,S(t),1,low
harmonic_emergence,1090,1183,S(t),1,low
harmonic_emergence,1100,1193,S(t),2,medium
harmonic_emergence,1110,1203,S(t),1,low
harmonic_emergence,1120,1213,S(t),1,low
harmonic_emergence,1130,1223,S(t),1,low
harmonic_emergence,1140,1233,S(t),2,medium
harmonic_emergence,1180,1273,S(t),1,low
harmonic_emergence,1190,1283,S(t),1,low
harmonic_emergence,1200,1293,S(t),2,medium
harmonic_emergence,1210,1303,S(t),1,low
harmonic_emergence,1220,1313,S(t),1,low
harmonic_emergence,1230,1323,S(t),1,low
harmonic_emergence,1240,1333,S(t),2,medium
harmonic_emergence,1280,1373,S(t),1,low
harmonic_emergence,1290,1383,S(t),1,low
harmonic_emergence,1300,1393,S(t),2,medium
harmonic_emergence,1310,1403,S(t),1,low
harmonic_emergence,1320,1413,S(t),1,low
harmonic_emergence,1330,1423,S(t),1,low
harmonic_emergence,1340,1433,S(t),2,medium
harmonic_emergence,1380,1473,S(t),1,low
harmonic_emergence,1390,1483,S(t),1,low
harmonic_emergence,1400,1493,S(t),2,medium
harmonic_emergence,1410,1503,S(t),1,low
harmonic_emergence,1420,1513,S(t),1,low
harmonic_emergence,1430,1523,S(t),1,low
harmonic_emergence,1440,1533,S(t),2,medium
harmonic_emergence,1480,1573,S(t),1,low
harmonic_emergence,1490,1583,S(t),1,low
harmonic_emergence,1500,1593,S(t),2,medium
harmonic_emergence,1510,1603,S(t),1,low
harmonic_emergence,1520,1613,S(t),1,low
harmonic_emergence,1530,1623,S(t),1,low
harmonic_emergence,1540,1633,S(t),2,medium
harmonic_emergence,1580,1673,S(t),1,low
harmonic_emergence,1590,1683,S(t),1,low
harmonic_emergence,1600,1693,S(t),2,medium
harmonic_emergence,1610,1703,S(t),1,low
harmonic_emergence,1620,1713,S(t),1,low
harmonic_emergence,1630,1723,S(t),1,low
harmonic_emergence,1640,1733,S(t),2,medium
harmonic_emergence,1680,1773,S(t),1,low
harmonic_emergence,1690,1783,S(t),1,low
harmonic_emergence,1700,1793,S(t),2,medium
harmonic_emergence,1710,1803,S(t),1,low
harmonic_emergence,1720,1813,S(t),1,low
harmonic_emergence,1730,1823,S(t),1,low
harmonic_emergence,1740,1833,S(t),2,medium
harmonic_emergence,1780,1873,S(t),1,low
harmonic_emergence,1790,1883,S(t),1,low
harmonic_emergence,1800,1893,S(t),2,medium
harmonic_emergence,1810,1903,S(t),1,low
harmonic_emergence,1820,1913,S(t),1,low
harmonic_emergence,1830,1923,S(t),1,low
harmonic_emergence,1840,1933,S(t),2,medium
harmonic_emergence,1880,1973,S(t),1,low
harmonic_emergence,1890,1983,S(t),1,low
harmonic_emergence,1900,1993,S(t),2,medium
harmonic_emergence,1910,2003,S(t),1,low
harmonic_emergence,1920,2013,S(t),1,low
harmonic_emergence,1930,2023,S(t),1,low
harmonic_emergence,1940,2033,S(t),2,medium
harmonic_emergence,1980,2073,S(t),1,low
harmonic_emergence,1990,2083,S(t),1,low
harmonic_emergence,2000,2093,S(t),2,medium
harmonic_emergence,2010,2103,S(t),1,low
harmonic_emergence,2020,2113,S(t),1,low
harmonic_emergence,2030,2123,S(t),1,low
harmonic_emergence,2040,2133,S(t),2,medium
harmonic_emergence,2080,2173,S(t),1,low
harmonic_emergence,2090,2183,S(t),1,low
harmonic_emergence,2100,2193,S(t),2,medium
harmonic_emergence,2110,2203,S(t),1,low
harmonic_emergence,2120,2213,S(t),1,low
harmonic_emergence,2130,2223,S(t),1,low
harmonic_emergence,2140,2233,S(t),2,medium
harmonic_emergence,2180,2273,S(t),1,low
harmonic_emergence,2190,2283,S(t),1,low
harmonic_emergence,2200,2293,S(t),2,medium
harmonic_emergence,2210,2303,S(t),1,low
harmonic_emergence,2220,2313,S(t),1,low
harmonic_emergence,2230,2323,S(t),1,low
harmonic_emergence,2240,2333,S(t),2,medium
harmonic_emergence,2280,2373,S(t),1,low
harmonic_emergence,2290,2383,S(t),1,low
harmonic_emergence,2300,2393,S(t),2,medium
harmonic_emergence,2310,2403,S(t),1,low
harmonic_emergence,2320,2413,S(t),1,low
harmonic_emergence,2330,2423,S(t),1,low
harmonic_emergence,2340,2433,S(t),2,medium
harmonic_emergence,2380,2473,S(t),1,low
harmonic_emergence,2390,2483,S(t),1,low
harmonic_emergence,2400,2493,S(t),2,medium
harmonic_emergence,2410,2503,S(t),1,low
harmonic_emergence,2420,2513,S(t),1,low
harmonic_emergence,2430,2523,S(t),1,low
harmonic_emergence,2440,2533,S(t),2,medium
harmonic_emergence,2480,2573,S(t),1,low
harmonic_emergence,2490,2583,S(t),1,low
harmonic_emergence,2500,2593,S(t),2,medium
harmonic_emergence,2510,2603,S(t),1,low
harmonic_emergence,2520,2613,S(t),1,low
harmonic_emergence,2530,2623,S(t),1,low
harmonic_emergence,2540,2633,S(t),2,medium
harmonic_emergence,2580,2673,S(t),1,low
harmonic_emergence,2590,2683,S(t),1,low
harmonic_emergence,2600,2693,S(t),2,medium
harmonic_emergence,2610,2703,S(t),1,low
harmonic_emergence,2620,2713,S(t),1,low
harmonic_emergence,2630,2723,S(t),1,low
harmonic_emergence,2640,2733,S(t),2,medium
harmonic_emergence,2680,2773,S(t),1,low
harmonic_emergence,2690,2783,S(t),1,low
harmonic_emergence,2700,2793,S(t),2,medium
harmonic_emergence,2710,2803,S(t),1,low
harmonic_emergence,2720,2813,S(t),1,low
harmonic_emergence,2730,2823,S(t),1,low
harmonic_emergence,2740,2833,S(t),2,medium
harmonic_emergence,2780,2873,S(t),1,low
harmonic_emergence,2790,2883,S(t),1,low
harmonic_emergence,2800,2893,S(t),2,medium
harmonic_emergence,2810,2903,S(t),1,low
harmonic_emergence,2820,2913,S(t),1,low
harmonic_emergence,2830,2923,S(t),1,low
harmonic_emergence,2840,2933,S(t),2,medium
harmonic_emergence,2880,2973,S(t),1,low
harmonic_emergence,2890,2983,S(t),1,low
harmonic_emergence,2900,2993,S(t),2,medium
harmonic_emergence,2910,3003,S(t),1,low
harmonic_emergence,2920,3013,S(t),1,low
harmonic_emergence,2930,3023,S(t),1,low
harmonic_emergence,2940,3033,S(t),2,medium
harmonic_emergence,2980,3073,S(t),1,low
harmonic_emergence,2990,3083,S(t),1,low
harmonic_emergence,3000,3093,S(t),2,medium
harmonic_emergence,3010,3103,S(t),1,low
harmonic_emergence,3020,3113,S(t),1,low
harmonic_emergence,3030,3123,S(t),1,low
harmonic_emergence,3040,3133,S(t),2,medium
harmonic_emergence,3080,3173,S(t),1,low
harmonic_emergence,3090,3183,S(t),1,low
harmonic_emergence,3100,3193,S(t),2,medium
harmonic_emergence,3110,3203,S(t),1,low
harmonic_emergence,3120,3213,S(t),1,low
harmonic_emergence,3130,3223,S(t),1,low
harmonic_emergence,3140,3233,S(t),2,medium
harmonic_emergence,3180,3273,S(t),1,low
harmonic_emergence,3190,3283,S(t),1,low
harmonic_emergence,3200,3293,S(t),2,medium
harmonic_emergence,3210,3303,S(t),1,low
harmonic_emergence,3220,3313,S(t),1,low
harmonic_emergence,3230,3323,S(t),1,low
harmonic_emergence,3240,3333,S(t),2,medium
harmonic_emergence,3280,3373,S(t),1,low
harmonic_emergence,3290,3383,S(t),1,low
harmonic_emergence,3300,3393,S(t),2,medium
harmonic_emergence,3310,3403,S(t),1,low
harmonic_emergence,3320,3413,S(t),1,low
harmonic_emergence,3330,3423,S(t),1,low
harmonic_emergence,3340,3433,S(t),2,medium
harmonic_emergence,3380,3473,S(t),1,low
harmonic_emergence,3390,3483,S(t),1,low
harmonic_emergence,3400,3493,S(t),2,medium
harmonic_emergence,3410,3503,S(t),1,low
harmonic_emergence,3420,3513,S(t),1,low
harmonic_emergence,3430,3523,S(t),1,low
harmonic_emergence,3440,3533,S(t),2,medium
harmonic_emergence,3480,3573,S(t),1,low
harmonic_emergence,3490,3583,S(t),1,low
harmonic_emergence,3500,3593,S(t),2,medium
harmonic_emergence,3510,3603,S(t),1,low
harmonic_emergence,3520,3613,S(t),1,low
harmonic_emergence,3530,3623,S(t),1,low
harmonic_emergence,3540,3633,S(t),2,medium
harmonic_emergence,3580,3673,S(t),1,low
harmonic_emergence,3590,3683,S(t),1,low
harmonic_emergence,3600,3693,S(t),2,medium
harmonic_emergence,3610,3703,S(t),1,low
harmonic_emergence,3620,3713,S(t),1,low
harmonic_emergence,3630,3723,S(t),1,low
harmonic_emergence,3640,3733,S(t),2,medium
harmonic_emergence,3680,3773,S(t),1,low
harmonic_emergence,3690,3783,S(t),1,low
harmonic_emergence,3700,3793,S(t),2,medium
harmonic_emergence,3710,3803,S(t),1,low
harmonic_emergence,3720,3813,S(t),1,low
harmonic_emergence,3730,3823,S(t),1,low
harmonic_emergence,3740,3833,S(t),2,medium
harmonic_emergence,3780,3873,S(t),1,low
harmonic_emergence,3790,3883,S(t),1,low
harmonic_emergence,3800,3893,S(t),2,medium
harmonic_emergence,3810,3903,S(t),1,low
harmonic_emergence,3820,3913,S(t),1,low
harmonic_emergence,3830,3923,S(t),1,low
harmonic_emergence,3840,3933,S(t),2,medium
harmonic_emergence,3880,3973,S(t),1,low
harmonic_emergence,3890,3983,S(t),1,low
harmonic_emergence,3900,3993,S(t),2,medium
harmonic_emergence,3910,4003,S(t),1,low
harmonic_emergence,3920,4013,S(t),1,low
harmonic_emergence,3930,4023,S(t),1,low
harmonic_emergence,3940,4033,S(t),2,medium
harmonic_emergence,3980,4073,S(t),1,low
harmonic_emergence,3990,4083,S(t),1,low
harmonic_emergence,4000,4093,S(t),2,medium
harmonic_emergence,4010,4103,S(t),1,low
harmonic_emergence,4020,4113,S(t),1,low
harmonic_emergence,4030,4123,S(t),1,low
harmonic_emergence,4040,4133,S(t),2,medium
harmonic_emergence,4080,4173,S(t),1,low
harmonic_emergence,4090,4183,S(t),1,low
harmonic_emergence,4100,4193,S(t),2,medium
harmonic_emergence,4110,4203,S(t),1,low
harmonic_emergence,4120,4213,S(t),1,low
harmonic_emergence,4130,4223,S(t),1,low
harmonic_emergence,4140,4233,S(t),2,medium
harmonic_emergence,4180,4273,S(t),1,low
harmonic_emergence,4190,4283,S(t),1,low
harmonic_emergence,4200,4293,S(t),2,medium
harmonic_emergence,4210,4303,S(t),1,low
harmonic_emergence,4220,4313,S(t),1,low
harmonic_emergence,4230,4323,S(t),1,low
harmonic_emergence,4240,4333,S(t),2,medium
harmonic_emergence,4280,4373,S(t),1,low
harmonic_emergence,4290,4383,S(t),1,low
harmonic_emergence,4300,4393,S(t),2,medium
harmonic_emergence,4310,4403,S(t),1,low
harmonic_emergence,4320,4413,S(t),1,low
harmonic_emergence,4330,4423,S(t),1,low
harmonic_emergence,4340,4433,S(t),2,medium
harmonic_emergence,4380,4473,S(t),1,low
harmonic_emergence,4390,4483,S(t),1,low
harmonic_emergence,4400,4493,S(t),2,medium
harmonic_emergence,4410,4503,S(t),1,low
harmonic_emergence,4420,4513,S(t),1,low
harmonic_emergence,4430,4523,S(t),1,low
