event_type,t_start,t_end,metric,value,severity,scale
anomaly,417,419,S(t),3.513058,low,
anomaly,102,150,A_mean(t),15.543644,high,
anomaly,103,150,A_mean(t),14.079454,high,
anomaly,104,148,A_mean(t),12.116012,high,
anomaly,105,148,A_mean(t),11.164097,high,
anomaly,106,139,A_mean(t),8.593637,high,
anomaly,109,137,A_mean(t),6.708328,medium,
anomaly,202,251,A_mean(t),19.174853,high,
anomaly,203,251,A_mean(t),14.440280,high,
anomaly,204,249,A_mean(t),11.636894,high,
anomaly,205,248,A_mean(t),10.240034,high,
anomaly,206,246,A_mean(t),8.765521,high,
anomaly,207,245,A_mean(t),7.599072,medium,
anomaly,208,244,A_mean(t),6.543598,medium,
anomaly,209,243,A_mean(t),5.958920,medium,
anomaly,210,241,A_mean(t),5.372531,medium,
anomaly,211,240,A_mean(t),4.823885,medium,
anomaly,212,218,A_mean(t),3.809830,low,
anomaly,300,349,A_mean(t),20.568808,high,
anomaly,301,350,A_mean(t),20.369916,high,
anomaly,302,351,A_mean(t),17.402065,high,
anomaly,303,350,A_mean(t),14.317857,high,
anomaly,304,349,A_mean(t),11.699405,high,
anomaly,305,348,A_mean(t),9.889025,high,
anomaly,306,347,A_mean(t),8.568850,high,
anomaly,307,345,A_mean(t),7.472126,medium,
anomaly,308,344,A_mean(t),6.576963,medium,
anomaly,309,343,A_mean(t),5.851440,medium,
anomaly,310,342,A_mean(t),5.218775,medium,
anomaly,311,340,A_mean(t),4.691310,medium,
anomaly,312,339,A_mean(t),4.246992,medium,
anomaly,313,337,A_mean(t),3.864355,low,
anomaly,400,449,A_mean(t),19.505072,high,
anomaly,401,450,A_mean(t),19.438320,high,
anomaly,402,450,A_mean(t),17.115948,high,
anomaly,403,449,A_mean(t),14.180691,high,
anomaly,404,448,A_mean(t),11.720696,high,
anomaly,405,447,A_mean(t),9.835939,high,
anomaly,406,446,A_mean(t),8.379003,medium,
anomaly,407,444,A_mean(t),7.244209,medium,
anomaly,408,443,A_mean(t),6.348218,medium,
anomaly,409,442,A_mean(t),5.613237,medium,
anomaly,410,441,A_mean(t),5.005211,medium,
anomaly,411,439,A_mean(t),4.503604,medium,
anomaly,412,438,A_mean(t),4.083532,low,
anomaly,413,436,A_mean(t),3.721996,low,
anomaly,502,535,A_mean(t),17.477706,high,
anomaly,503,535,A_mean(t),16.861965,high,
anomaly,504,535,A_mean(t),14.336939,high,
anomaly,505,520,A_mean(t),11.603933,high,
anomaly,506,518,A_mean(t),10.348225,high,
anomaly,507,518,A_mean(t),8.697289,high,
anomaly,508,516,A_mean(t),7.935832,medium,
anomaly,509,516,A_mean(t),6.685225,medium,
anomaly,513,515,A_mean(t),4.056694,low,
anomaly,86,91,entropy_S,3.602326,low,
anomaly,185,189,entropy_S,7.152199,medium,
anomaly,186,189,entropy_S,5.450414,medium,
anomaly,334,337,entropy_S,3.005516,low,
anomaly,681,687,entropy_S,3.986607,low,
anomaly,682,685,entropy_S,3.490133,low,
anomaly,683,685,entropy_S,3.118659,low,
anomaly,915,917,entropy_S,4.304965,medium,
anomaly,496,502,effort(t),7.928458,medium,
anomaly,497,502,effort(t),6.915595,medium,
anomaly,498,502,effort(t),6.044041,medium,
anomaly,517,566,effort(t),44.545682,high,
anomaly,518,530,effort(t),16.010506,high,
anomaly,519,530,effort(t),13.221371,high,
anomaly,520,527,effort(t),8.169317,medium,
anomaly,521,527,effort(t),5.832346,medium,
anomaly,522,525,effort(t),4.262069,medium,
anomaly,523,525,effort(t),3.705906,low,
anomaly,519,568,mean_high_effort,156.614308,high,
anomaly,520,569,mean_high_effort,148.079878,high,
anomaly,521,570,mean_high_effort,109.732610,high,
anomaly,522,571,mean_high_effort,73.936329,high,
anomaly,523,572,mean_high_effort,50.661205,high,
anomaly,524,573,mean_high_effort,37.250591,high,
anomaly,525,574,mean_high_effort,28.557693,high,
anomaly,526,575,mean_high_effort,22.975213,high,
anomaly,527,576,mean_high_effort,19.130105,high,
anomaly,528,577,mean_high_effort,16.559029,high,
anomaly,529,578,mean_high_effort,14.893156,high,
anomaly,530,579,mean_high_effort,14.008654,high,
anomaly,531,580,mean_high_effort,13.315875,high,
anomaly,808,810,mean_high_effort,2.873822,low,
anomaly,826,860,mean_high_effort,3.433336,low,
anomaly,827,850,mean_high_effort,3.068483,low,
anomaly,520,523,d_effort_dt,8.667241,high,
anomaly,629,632,d_effort_dt,5.068816,medium,
anomaly,630,632,d_effort_dt,4.256856,medium,
anomaly,698,701,d_effort_dt,5.629000,medium,
anomaly,824,827,d_effort_dt,4.970987,medium,
anomaly,825,827,d_effort_dt,4.464661,medium,
anomaly,217,219,mean_abs_error,4.174286,low,
anomaly,419,422,mean_abs_error,4.931758,medium,
harmonic_emergence,30,123,S(t),1,low,
harmonic_emergence,40,133,S(t),1,low,
harmonic_emergence,50,143,S(t),1,low,
harmonic_emergence,60,153,S(t),1,low,
harmonic_emergence,70,163,S(t),1,low,
harmonic_emergence,80,173,S(t),2,medium,
harmonic_emergence,90,183,S(t),1,low,
harmonic_emergence,100,193,S(t),2,medium,
harmonic_emergence,110,203,S(t),1,low,
harmonic_emergence,120,213,S(t),1,low,
harmonic_emergence,130,223,S(t),1,low,
harmonic_emergence,140,233,S(t),2,medium,
harmonic_emergence,150,243,S(t),2,medium,
harmonic_emergence,160,253,S(t),1,low,
harmonic_emergence,170,263,S(t),1,low,
harmonic_emergence,180,273,S(t),1,low,
harmonic_emergence,190,283,S(t),1,low,
harmonic_emergence,200,293,S(t),2,medium,
harmonic_emergence,210,303,S(t),1,low,
harmonic_emergence,220,313,S(t),2,medium,
harmonic_emergence,230,323,S(t),1,low,
harmonic_emergence,240,333,S(t),2,medium,
harmonic_emergence,260,353,S(t),1,low,
harmonic_emergence,270,363,S(t),1,low,
harmonic_emergence,280,373,S(t),1,low,
harmonic_emergence,290,383,S(t),3,medium,
harmonic_emergence,300,393,S(t),1,low,
harmonic_emergence,320,413,S(t),3,medium,
harmonic_emergence,330,423,S(t),5,medium,
harmonic_emergence,340,433,S(t),3,medium,
harmonic_emergence,350,443,S(t),3,medium,
harmonic_emergence,360,453,S(t),1,low,
harmonic_emergence,380,473,S(t),2,medium,
harmonic_emergence,390,483,S(t),2,medium,
harmonic_emergence,410,503,S(t),2,medium,
harmonic_emergence,420,513,S(t),4,medium,
harmonic_emergence,430,523,S(t),2,medium,
harmonic_emergence,440,533,S(t),2,medium,
harmonic_emergence,450,543,S(t),2,medium,
harmonic_emergence,460,553,S(t),2,medium,
harmonic_emergence,470,563,S(t),5,medium,
harmonic_emergence,480,573,S(t),3,medium,
harmonic_emergence,490,583,S(t),1,low,
harmonic_emergence,500,593,S(t),2,medium,
harmonic_emergence,510,603,S(t),1,low,
harmonic_emergence,520,613,S(t),2,medium,
harmonic_emergence,530,623,S(t),3,medium,
harmonic_emergence,540,633,S(t),4,medium,
harmonic_emergence,550,643,S(t),1,low,
harmonic_emergence,560,653,S(t),4,medium,
harmonic_emergence,570,663,S(t),3,medium,
harmonic_emergence,580,673,S(t),3,medium,
harmonic_emergence,590,683,S(t),2,medium,
harmonic_emergence,600,693,S(t),1,low,
harmonic_emergence,610,703,S(t),3,medium,
harmonic_emergence,620,713,S(t),2,medium,
harmonic_emergence,630,723,S(t),2,medium,
harmonic_emergence,640,733,S(t),3,medium,
harmonic_emergence,650,743,S(t),2,medium,
harmonic_emergence,660,753,S(t),3,medium,
harmonic_emergence,670,763,S(t),3,medium,
harmonic_emergence,680,773,S(t),1,low,
harmonic_emergence,690,783,S(t),2,medium,
harmonic_emergence,700,793,S(t),2,medium,
harmonic_emergence,710,803,S(t),2,medium,
harmonic_emergence,720,813,S(t),2,medium,
harmonic_emergence,730,823,S(t),2,medium,
harmonic_emergence,740,833,S(t),2,medium,
harmonic_emergence,750,843,S(t),2,medium,
harmonic_emergence,760,853,S(t),2,medium,
harmonic_emergence,780,873,S(t),2,medium,
harmonic_emergence,790,883,S(t),2,medium,
harmonic_emergence,800,893,S(t),2,medium,
harmonic_emergence,810,903,S(t),2,medium,
harmonic_emergence,820,913,S(t),2,medium,
harmonic_emergence,830,923,S(t),1,low,
harmonic_emergence,860,953,S(t),1,low,
harmonic_emergence,870,963,S(t),2,medium,
harmonic_emergence,900,993,S(t),2,medium,
phase_cycle,1,14,S(t),13,medium,
phase_cycle,2,8,S(t),6,low,
phase_cycle,3,8,S(t),5,low,
phase_cycle,54,59,S(t),5,low,
phase_cycle,558,565,S(t),7,low,
phase_cycle,559,567,S(t),8,low,
phase_cycle,568,575,S(t),7,low,
phase_cycle,569,575,S(t),6,low,
phase_cycle,570,576,S(t),6,low,
phase_cycle,571,576,S(t),5,low,
phase_cycle,582,590,S(t),8,low,
phase_cycle,617,623,S(t),6,low,
phase_cycle,618,624,S(t),6,low,
phase_cycle,618,626,S(t),8,low,
phase_cycle,619,624,S(t),5,low,
phase_cycle,631,636,S(t),5,low,
phase_cycle,657,663,S(t),6,low,
phase_cycle,658,666,S(t),8,low,
phase_cycle,659,664,S(t),5,low,
phase_cycle,660,665,S(t),5,low,
phase_cycle,662,673,S(t),11,medium,
phase_cycle,666,674,S(t),8,low,
phase_cycle,667,674,S(t),7,low,
phase_cycle,669,674,S(t),5,low,
phase_cycle,671,686,S(t),15,medium,
phase_cycle,672,681,S(t),9,low,
phase_cycle,673,681,S(t),8,low,
phase_cycle,674,679,S(t),5,low,
phase_cycle,675,683,S(t),8,low,
phase_cycle,676,683,S(t),7,low,
phase_cycle,678,684,S(t),6,low,
phase_cycle,679,685,S(t),6,low,
phase_cycle,680,686,S(t),6,low,
phase_cycle,681,687,S(t),6,low,
phase_cycle,682,689,S(t),7,low,
phase_cycle,683,688,S(t),5,low,
phase_cycle,684,690,S(t),6,low,
phase_cycle,685,690,S(t),5,low,
fractal_pattern,150,250,A_mean(t),0.674276,medium,10/100
fractal_pattern,400,500,A_mean(t),0.674872,medium,10/100
fractal_pattern,500,600,A_mean(t),0.720676,medium,10/100
fractal_pattern,250,350,entropy_S,0.686142,medium,10/100
fractal_pattern,500,600,entropy_S,0.660783,medium,10/100
fractal_pattern,850,950,entropy_S,0.894925,medium,10/100
fractal_pattern,100,200,mean_high_effort,0.673402,medium,10/100
fractal_pattern,150,250,mean_high_effort,0.669851,medium,10/100
fractal_pattern,200,300,mean_high_effort,0.660487,medium,10/100
fractal_pattern,250,350,mean_high_effort,0.667969,medium,10/100
fractal_pattern,300,400,mean_high_effort,0.662598,medium,10/100
fractal_pattern,350,450,mean_high_effort,0.661253,medium,10/100
fractal_pattern,400,500,mean_high_effort,0.665453,medium,10/100
fractal_pattern,500,600,mean_high_effort,0.775330,medium,10/100
fractal_pattern,550,650,mean_high_effort,0.820716,medium,10/100
fractal_pattern,600,700,mean_high_effort,0.923219,high,10/100
fractal_pattern,650,750,mean_high_effort,0.867470,medium,10/100
fractal_pattern,700,800,mean_high_effort,0.951538,high,10/100
fractal_pattern,750,850,mean_high_effort,0.818863,medium,10/100
fractal_pattern,850,950,mean_high_effort,0.660588,medium,10/100
fractal_pattern,500,600,mean_abs_error,0.657549,medium,10/100
