event_type,t_start,t_end,metric,value,severity,scale
anomaly,98,147,A_mean(t),27.444027,high,
anomaly,99,148,A_mean(t),26.366439,high,
anomaly,100,149,A_mean(t),23.396540,high,
anomaly,101,150,A_mean(t),19.381767,high,
anomaly,102,150,A_mean(t),16.167465,high,
anomaly,103,150,A_mean(t),13.464447,high,
anomaly,104,148,A_mean(t),11.377398,high,
anomaly,105,148,A_mean(t),9.742465,high,
anomaly,106,146,A_mean(t),8.199269,medium,
anomaly,107,145,A_mean(t),7.125867,medium,
anomaly,108,144,A_mean(t),6.289729,medium,
anomaly,109,142,A_mean(t),5.665935,medium,
anomaly,110,141,A_mean(t),5.036483,medium,
anomaly,111,138,A_mean(t),4.550438,medium,
anomaly,112,137,A_mean(t),4.145879,low,
anomaly,201,249,A_mean(t),21.944293,high,
anomaly,202,248,A_mean(t),21.067775,high,
anomaly,203,248,A_mean(t),15.936024,high,
anomaly,204,245,A_mean(t),12.490430,high,
anomaly,205,245,A_mean(t),10.609048,high,
anomaly,206,245,A_mean(t),8.863243,high,
anomaly,207,244,A_mean(t),7.578948,medium,
anomaly,208,241,A_mean(t),6.517404,medium,
anomaly,209,240,A_mean(t),5.838101,medium,
anomaly,210,237,A_mean(t),5.212673,medium,
anomaly,211,236,A_mean(t),4.670953,medium,
anomaly,212,218,A_mean(t),3.762649,low,
anomaly,114,142,entropy_S,6.437872,medium,
anomaly,115,142,entropy_S,6.347370,medium,
anomaly,116,141,entropy_S,6.010000,medium,
anomaly,117,119,entropy_S,3.746663,low,
anomaly,123,125,entropy_S,3.389784,low,
anomaly,274,281,entropy_S,5.592951,medium,
anomaly,275,281,entropy_S,5.145754,medium,
anomaly,276,280,entropy_S,4.716562,medium,
anomaly,277,280,entropy_S,4.061503,low,
anomaly,387,392,entropy_S,3.714632,low,
anomaly,494,499,entropy_S,4.521812,medium,
anomaly,495,497,entropy_S,3.115262,low,
anomaly,277,288,effort(t),15.560981,high,
anomaly,278,288,effort(t),14.228080,high,
anomaly,285,288,effort(t),6.076569,medium,
anomaly,295,313,effort(t),15.406117,high,
anomaly,296,311,effort(t),11.100728,high,
anomaly,297,309,effort(t),9.972907,high,
anomaly,298,309,effort(t),9.172007,high,
anomaly,299,307,effort(t),8.066606,medium,
anomaly,302,307,effort(t),5.274514,medium,
anomaly,302,351,mean_high_effort,13.320926,high,
anomaly,303,352,mean_high_effort,12.434190,high,
anomaly,304,353,mean_high_effort,10.805871,high,
anomaly,305,354,mean_high_effort,9.248442,high,
anomaly,306,355,mean_high_effort,7.890955,medium,
anomaly,307,356,mean_high_effort,6.809506,medium,
anomaly,308,357,mean_high_effort,5.921388,medium,
anomaly,309,358,mean_high_effort,5.164496,medium,
anomaly,310,359,mean_high_effort,4.586526,medium,
anomaly,282,284,d_effort_dt,4.612180,medium,
anomaly,288,291,d_effort_dt,3.329272,low,
anomaly,217,219,mean_abs_error,4.710757,medium,
harmonic_emergence,10,103,S(t),2,medium,
harmonic_emergence,20,113,S(t),2,medium,
harmonic_emergence,50,143,S(t),1,low,
harmonic_emergence,70,163,S(t),1,low,
harmonic_emergence,150,243,S(t),1,low,
harmonic_emergence,220,313,S(t),1,low,
harmonic_emergence,250,343,S(t),1,low,
harmonic_emergence,270,363,S(t),3,medium,
harmonic_emergence,280,373,S(t),1,low,
harmonic_emergence,290,383,S(t),1,low,
phase_cycle,1,7,S(t),6,low,
phase_cycle,2,7,S(t),5,low,
phase_cycle,3,8,S(t),5,low,
fractal_pattern,100,200,A_mean(t),0.666004,medium,10/100
fractal_pattern,150,250,A_mean(t),0.661346,medium,10/100
fractal_pattern,150,250,entropy_S,0.765891,medium,10/100
fractal_pattern,350,450,effort(t),0.667343,medium,10/100
fractal_pattern,100,200,mean_high_effort,0.687280,medium,10/100
fractal_pattern,150,250,mean_high_effort,0.676740,medium,10/100
fractal_pattern,200,300,mean_high_effort,0.761402,medium,10/100
fractal_pattern,350,450,mean_high_effort,0.650514,medium,10/100
fractal_pattern,250,350,d_effort_dt,0.707393,medium,10/100
fractal_pattern,300,400,mean_abs_error,0.802971,medium,10/100
