event_type,t_start,t_end,metric,value,severity
anomaly,112,114,A_mean(t),9.843543,high
anomaly,122,171,entropy_S,4.715263,medium
anomaly,123,126,entropy_S,3.073449,low
anomaly,98,147,effort(t),746.852793,high
anomaly,99,101,effort(t),7.643828,medium
anomaly,103,152,effort(t),394.753331,high
anomaly,104,153,effort(t),335.171685,high
anomaly,105,154,effort(t),263.297946,high
anomaly,106,155,effort(t),238.694937,high
anomaly,107,111,effort(t),9.376769,high
anomaly,113,162,effort(t),81.458558,high
anomaly,115,117,effort(t),6.639202,medium
anomaly,109,158,mean_high_effort,242.804843,high
anomaly,110,159,mean_high_effort,225.640828,high
anomaly,111,160,mean_high_effort,205.383196,high
anomaly,112,161,mean_high_effort,170.576472,high
anomaly,113,162,mean_high_effort,135.000977,high
anomaly,114,163,mean_high_effort,114.921239,high
anomaly,115,164,mean_high_effort,80.595573,high
anomaly,116,165,mean_high_effort,62.343465,high
anomaly,117,166,mean_high_effort,50.405173,high
anomaly,118,167,mean_high_effort,41.545396,high
anomaly,119,168,mean_high_effort,33.067373,high
anomaly,120,169,mean_high_effort,27.937053,high
anomaly,121,170,mean_high_effort,17.166543,high
anomaly,122,171,mean_high_effort,13.568894,high
anomaly,123,172,mean_high_effort,9.514927,high
anomaly,124,173,mean_high_effort,7.694428,medium
anomaly,125,174,mean_high_effort,6.198648,medium
anomaly,126,175,mean_high_effort,5.302051,medium
anomaly,127,176,mean_high_effort,4.668384,medium
anomaly,128,177,mean_high_effort,4.194318,low
anomaly,129,178,mean_high_effort,3.793783,low
anomaly,101,116,d_effort_dt,286.404900,high
anomaly,102,111,d_effort_dt,30.621750,high
anomaly,104,108,d_effort_dt,7.196852,medium
anomaly,113,116,d_effort_dt,23.724016,high
anomaly,114,116,d_effort_dt,17.794822,high
anomaly,118,130,d_effort_dt,38.025807,high
anomaly,119,130,d_effort_dt,34.123796,high
anomaly,120,129,d_effort_dt,28.719562,high
anomaly,121,125,d_effort_dt,7.895628,medium
anomaly,122,125,d_effort_dt,5.574303,medium
harmonic_emergence,10,103,S(t),1,low
harmonic_emergence,30,123,S(t),1,low
harmonic_emergence,50,143,S(t),2,medium
harmonic_emergence,60,153,S(t),2,medium
harmonic_emergence,90,183,S(t),2,medium
harmonic_emergence,100,193,S(t),1,low
phase_cycle,1,7,S(t),6,low
phase_cycle,2,7,S(t),5,low
phase_cycle,157,162,S(t),5,low
