t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000001,0.926469,0,0.001002,0,0.000023,0,0.000457,1.339942,0,0.100000,0.493788,0,0,0,1,1,stable,0.493788,-0.000000,0.000000,0.100000,0.000457,1.339942
0.100000,0.000033,0.928852,0,0.001145,0,0.000020,1.443847,0.000523,1.348769,0,0.100000,0.469099,1.443847,0,0,1,1,stable,0.469099,0.000000,0.000000,0.100000,0.000523,1.348769
0.200000,0.000055,0.926365,-0.000000,0.001298,0,0.000020,1.436534,0.000595,1.356829,0,0.100000,0.445644,1.436534,14.438472,0,1,1,stable,0.445644,0.000000,0.000000,0.100000,0.000595,1.356829
0.300000,0.000057,0.916137,-0.000000,0.001461,0,0.000020,1.428001,0.000673,1.363293,0.000000,0.100000,0.423362,1.428001,-0.073137,0,1,1,stable,0.423362,0.000000,0.000000,0.100000,0.000673,1.363293
0.400000,0.000040,0.899078,-0.000000,0.001636,0,0.000020,1.418524,0.000757,1.367475,0.000000,0.100000,0.402194,1.418524,-0.085328,0,1,1,stable,0.402194,0.000000,0.000000,0.100000,0.000757,1.367475
0.500000,0.000016,0.880554,-0.000000,0.001820,0,0.000020,1.408531,0.000846,1.368921,0.000000,0.100000,0.382084,1.408531,-0.094764,0,1,1,stable,0.382084,0.000000,0.000000,0.100000,0.000846,1.368921
0.600000,-0.000003,0.868472,-0.000000,0.002014,0,0.000020,1.404361,0.000941,1.367475,0.000000,0.100000,0.362980,1.404361,-0.099936,0,1,1,stable,0.362980,-0.000000,0.000000,0.100000,0.000941,1.367475
0.700000,-0.000017,0.869010,-0.000000,0.002218,0,0.000020,1.406006,0.001042,1.363293,0.000001,0.100000,0.344831,1.406006,-0.041701,0,1,1,stable,0.344831,-0.000000,0.000000,0.100000,0.001042,1.363293
0.800000,-0.000034,0.882722,0.000000,0.002431,0,0.000020,1.407073,0.001148,1.356829,0.000001,0.100000,0.327589,1.407073,0.016457,0,1,1,stable,0.327589,-0.000000,0.000000,0.100000,0.001148,1.356829
0.900000,-0.000054,0.904370,0.000000,0.002652,0,0.000020,1.407069,0.001260,1.348769,0.000001,0.100000,0.311210,1.407069,0.010670,0,1,1,stable,0.311210,-0.000000,0.000000,0.100000,0.001260,1.348769
1,-0.000066,0.926469,0.000000,0.002882,0,0.000020,1.405652,0.001378,1.339942,0.000000,0.202073,0.295649,1.440190,-0.000041,0,1.706271,1,stable,0.295649,-0.000000,0.000000,0.100000,0.001378,1.339942
1.100000,-0.000064,0.943205,0.000000,0.003120,0,0.000020,1.402660,0.001502,1.331227,0.000001,0.233859,0.280867,1.436127,-0.014170,0,1.927379,1,stable,0.280867,-0.000000,0.000000,0.100000,0.001502,1.331227
1.200000,-0.000051,0.952136,0.000000,0.003365,0,0.000020,1.398116,0.001631,1.323459,0.000001,0.181488,0.266823,1.436127,-0.029918,0,1.778256,1,stable,0.266823,-0.000000,0.000000,0.100000,0.001631,1.323459
1.300000,-0.000036,0.953688,0.000000,0.003617,0,0.000023,1.392212,0.001765,1.317356,0.000001,0.120597,0.253482,1.436127,-0.045441,0,1.650552,1,stable,0.253482,-0.000000,0.000000,0.100000,0.001765,1.317356
1.400000,-0.000023,0.949772,0.000000,0.003875,0,0.000021,1.385278,0.001905,1.313467,0.000001,0.079166,0.240808,1.436127,-0.059045,0,1.746652,1,stable,0.240808,-0.000000,0.000000,0.100000,0.001905,1.313467
1.500000,-0.000011,0.942661,0.000000,0.004139,0,0.000022,1.377747,0.002051,1.312132,0.000001,0.071774,0.228768,1.436127,-0.069339,0,1.854634,1,stable,0.228768,-0.000000,0.000000,0.100000,0.002051,1.312132
1.600000,0.000005,0.934548,0.000000,0.004409,0,0.000021,1.375707,0.002202,1.313467,0.000001,0.087754,0.217329,1.431726,-0.075312,0,1.890307,1,stable,0.217329,0.000000,0.000000,0.100000,0.002202,1.313467
1.700000,0.000024,0.927558,0.000000,0.004685,0,0.000019,1.379130,0.002358,1.317356,0.000001,0.131304,0.206463,1.431726,-0.020398,0,1.927379,1,stable,0.206463,0.000000,0.000000,0.100000,0.002358,1.317356
1.800000,0.000041,0.923592,-0.000000,0.004964,0,0.000021,1.381908,0.002519,1.323459,0.000001,0.179278,0.196140,1.431726,0.034234,0,1.974581,1,stable,0.196140,0.000000,0.000000,0.100000,0.002519,1.323459
1.900000,0.000044,0.923588,-0.000000,0.005249,0,0.000019,1.383597,0.002686,1.331227,0.000001,0.227886,0.186333,1.431726,0.027773,0,1.927379,1,stable,0.186333,0.000000,0.000000,0.100000,0.002686,1.331227
2,0.000027,0.926469,-0.000000,0.005537,0,0.000019,1.383859,0.002857,1.339942,0.000001,0.248189,0.177016,1.431726,0.016896,0,1.890307,1,stable,0.177016,0.000000,0.000000,0.100000,0.002857,1.339942
2.100000,-0.000005,0.928852,-0.000000,0.005828,0,0.000019,1.382486,0.003034,1.348769,0.000001,0.275936,0.168165,1.427087,0.002616,0,1.927379,1,stable,0.168165,-0.000000,0.000000,0.100000,0.003034,1.348769
2.200000,-0.000037,0.926365,-0.000000,0.006124,0,0.000019,1.379432,0.003215,1.356829,0.000001,0.348074,0.159757,1.427087,-0.013730,0,1.974581,1,stable,0.159757,-0.000000,0.000000,0.100000,0.003215,1.356829
2.300000,-0.000048,0.916137,-0.000000,0.006422,0,0.000019,1.374824,0.003402,1.363293,0.000001,0.462749,0.151769,1.427087,-0.030542,0,1.927379,1,stable,0.151769,-0.000000,0.000000,0.100000,0.003402,1.363293
2.400000,-0.000036,0.899078,0.000000,0.006722,0,0.000019,1.368964,0.003593,1.367475,0.000001,0.460690,0.144181,1.427087,-0.046075,0,1.890307,1,stable,0.144181,-0.000000,0.000000,0.100000,0.003593,1.367475
2.500000,-0.000019,0.880554,0.000000,0.007026,0,0.000019,1.362301,0.003788,1.368921,0.000001,0.394304,0.136972,1.427087,-0.058602,0,1.854634,1,stable,0.136972,-0.000000,0.000000,0.100000,0.003788,1.368921
2.600000,-0.000015,0.868472,0.000000,0.007331,0,0.000020,1.361197,0.003989,1.367475,0.000001,0.331384,0.130123,1.423752,-0.066634,0,1.890307,1,stable,0.130123,-0.000000,0.000000,0.100000,0.003989,1.367475
2.700000,-0.000018,0.869010,0.000000,0.007638,0,0.000019,1.365664,0.004193,1.363293,0.000001,0.292719,0.123617,1.423752,-0.011041,0,1.927379,1,stable,0.123617,-0.000000,0.000000,0.100000,0.004193,1.363293
2.800000,-0.000012,0.882722,0.000000,0.007947,0,0.000019,1.369328,0.004402,1.356829,0.000001,0.262630,0.117436,1.423752,0.044678,0,1.974581,1,stable,0.117436,-0.000000,0.000000,0.100000,0.004402,1.356829
2.900000,0.000005,0.904370,0.000000,0.008257,0,0.000018,1.371713,0.004615,1.348769,0.000001,0.252389,0.111564,1.423752,0.036638,0,2.024152,1,stable,0.111564,0.000000,0.000000,0.100000,0.004615,1.348769
3,0.000015,0.926469,-0.000000,0.008569,0,0.000019,1.372493,0.004833,1.339942,0.000001,0.282630,0.105986,1.423752,0.023848,0,2.223346,1,stable,0.105986,0.000000,0.000000,0.100000,0.004833,1.339942
3.100000,0.000014,0.943205,-0.000000,0.008881,0,0.000019,1.371522,0.005054,1.331227,0.000001,0.334301,0.100687,1.421368,0.007801,0,2.466024,1,stable,0.100687,0.000000,0.000000,0.100000,0.005054,1.331227
3.200000,0.000007,0.952136,-0.000000,0.009195,0,0.000018,1.368834,0.005279,1.323459,0.000001,0.366561,0.095652,1.421368,-0.009717,0,2.584956,1,stable,0.095652,0.000000,0.000000,0.100000,0.005279,1.323459
3.300000,-0.000002,0.953688,-0.000000,0.009509,0,0.000018,1.364636,0.005508,1.317356,0.000001,0.403345,0.090870,1.421368,-0.026872,0,2.715941,1,stable,0.090870,0.000000,0.000000,0.100000,0.005508,1.317356
3.400000,-0.000002,0.949772,-0.000000,0.009824,0,0.000019,1.359270,0.005741,1.313467,0.000001,0.431460,0.086326,1.421368,-0.041982,0,2.802784,1,stable,0.086326,0.000000,0.000000,0.100000,0.005741,1.313467
3.500000,0.000005,0.942661,-0.000000,0.010139,0,0.000019,1.353178,0.005977,1.312132,0.000001,0.455726,0.082010,1.421368,-0.053665,0,2.895364,1,stable,0.082010,0.000000,0.000000,0.100000,0.005977,1.312132
3.600000,0.000007,0.934548,-0.000000,0.010454,0,0.000018,1.352459,0.006217,1.313467,0.000001,0.463744,0.077910,1.419448,-0.060918,0,3.152999,1,stable,0.077910,0.000000,0.000000,0.100000,0.006217,1.313467
3.700000,-0.000001,0.927558,-0.000000,0.010770,0,0.000018,1.357095,0.006460,1.317356,0.000001,0.464540,0.074014,1.419448,-0.007186,0,3.460961,1,stable,0.074014,-0.000000,0.000000,0.100000,0.006460,1.317356
3.800000,-0.000017,0.923592,-0.000000,0.011085,0,0.000018,1.360984,0.006706,1.323459,0.000001,0.443629,0.070313,1.419448,0.046356,0,3.572691,1,stable,0.070313,-0.000000,0.000000,0.100000,0.006706,1.323459
3.900000,-0.000035,0.923588,0.000000,0.011401,0,0.000019,1.363692,0.006955,1.331227,0.000001,0.427953,0.066798,1.419448,0.038888,0,3.691876,1,stable,0.066798,-0.000000,0.000000,0.100000,0.006955,1.331227
4,-0.000036,0.926469,0.000000,0.011716,0,0.000020,1.364886,0.007207,1.339942,0.000001,0.417976,0.063458,1.419448,0.027082,0,3.572691,1,stable,0.063458,-0.000000,0.000000,0.100000,0.007207,1.339942
4.100000,-0.000011,0.928852,0.000000,0.012031,0,0.000020,1.364367,0.007461,1.348769,0.000001,0.397520,0.060285,1.417915,0.011944,0,3.460961,1,stable,0.060285,-0.000000,0.000000,0.100000,0.007461,1.348769
4.200000,0.000004,0.926365,0.000000,0.012345,0,0.000020,1.362093,0.007719,1.356829,0.000001,0.378497,0.057271,1.417915,-0.005194,0,3.572691,1,stable,0.057271,0.000000,0.000000,0.100000,0.007719,1.356829
4.300000,0.000001,0.916137,0.000000,0.012658,0,0.000020,1.358198,0.007978,1.363293,0.000001,0.383346,0.054407,1.417915,-0.022739,0,3.691876,1,stable,0.054407,0.000000,0.000000,0.100000,0.007978,1.363293
4.400000,-0.000006,0.899078,0.000000,0.012971,0,0.000020,1.352988,0.008240,1.367475,0.000001,0.382882,0.051687,1.417915,-0.038948,0,3.747214,1,stable,0.051687,0.000000,0.000000,0.100000,0.008240,1.367475
4.500000,-0.000011,0.880554,-0.000000,0.013284,0,0.000020,1.346917,0.008504,1.368921,0.000001,0.394393,0.049102,1.417915,-0.052102,0,3.804236,1,stable,0.049102,0.000000,0.000000,0.100000,0.008504,1.368921
4.600000,-0.000003,0.868472,-0.000000,0.013595,0,0.000020,1.346351,0.008770,1.367475,0.000001,0.407726,0.046647,1.416560,-0.060712,0,3.888683,1,stable,0.046647,0.000000,0.000000,0.100000,0.008770,1.367475
4.700000,0.000002,0.869010,-0.000000,0.013905,0,0.000020,1.351308,0.009038,1.363293,0.000001,0.434506,0.044315,1.416560,-0.005654,0,3.976965,1,stable,0.044315,0.000000,0.000000,0.100000,0.009038,1.363293
4.800000,0.000004,0.882722,-0.000000,0.014214,0,0.000020,1.355415,0.009307,1.356829,0.000001,0.456787,0.042099,1.416560,0.049569,0,4.046773,1,stable,0.042099,0.000000,0.000000,0.100000,0.009307,1.356829
4.900000,0.000004,0.904370,-0.000000,0.014522,0,0.000020,1.358201,0.009578,1.348769,0.000001,0.471681,0.039994,1.416560,0.041072,0,4.119076,1,stable,0.039994,0.000000,0.000000,0.100000,0.009578,1.348769
5,-0.000002,0.926469,-0.000000,0.014829,0,0.000021,1.359343,0.009850,1.339942,0.000001,0.475521,0.037995,1.416560,0.027857,0,4.269012,1,stable,0.037995,-0.000000,0.000000,0.100000,0.009850,1.339942
5.100000,-0.000011,0.943205,-0.000000,0.015134,0,0.000020,1.358696,0.010123,1.331227,0.000001,0.477279,0.036095,1.415296,0.011418,0,4.430275,1,stable,0.036095,-0.000000,0.000000,0.100000,0.010123,1.331227
5.200000,-0.000014,0.952136,-0.000000,0.015438,3,0.000020,1.356301,0.010398,1.323459,0.000001,0.527907,0.034290,1.415296,-0.006464,0,4.465433,1,stable,0.034290,-0.000000,0.000001,0.100000,0.010398,1.323459
5.300000,-0.000021,0.953688,-0.000000,0.015740,3,0.000020,1.352363,0.010673,1.317356,0.000001,0.574666,0.032576,1.415296,-0.023955,0,4.501153,1,stable,0.032576,-0.000000,0.000001,0.100000,0.010673,1.317356
5.400000,-0.000029,0.949772,0.000000,0.016041,3,0.000020,1.347229,0.010949,1.313467,0.000001,0.593252,0.030947,1.415296,-0.039376,0,4.465433,1,stable,0.030947,-0.000000,0.000001,0.100000,0.010949,1.313467
5.500000,-0.000026,0.942661,0.000000,0.016340,3,0.000020,1.341342,0.011225,1.312132,0.000001,0.601070,0.029399,1.415296,-0.051348,0,4.430275,1,stable,0.029399,-0.000000,0.000001,0.100000,0.011225,1.312132
5.600000,-0.000014,0.934548,0.000000,0.016637,3,0.000020,1.340803,0.011501,1.313467,0.000001,0.591147,0.027929,1.413865,-0.058868,0,4.269012,1,stable,0.027929,-0.000000,0.000002,0.100000,0.011501,1.313467
5.700000,-0.000010,0.927558,0.000000,0.016932,3,0.000026,1.345596,0.011778,1.317356,0.000001,0.581674,0.026533,1.413865,-0.005383,0,4.430275,1,stable,0.026533,-0.000000,0.000002,0.100000,0.011778,1.317356
5.800000,-0.000005,0.923592,0.000000,0.017225,3,0.000029,1.349621,0.012055,1.323459,0.000001,0.588320,0.025206,1.413865,0.047929,0,4.465433,1,stable,0.025206,-0.000000,0.000003,0.100000,0.012055,1.323459
