event_type,t_start,t_end,metric,value,severity,scale
anomaly,474,499,C(t),7.000000,medium,
anomaly,475,499,C(t),4.898979,medium,
anomaly,476,499,C(t),3.958114,low,
anomaly,477,499,C(t),3.391165,low,
anomaly,478,499,C(t),3.000000,low,
phase_cycle,5,18,S(t),13,medium,
phase_cycle,5,30,S(t),25,medium,
phase_cycle,6,13,S(t),7,low,
phase_cycle,6,24,S(t),18,medium,
phase_cycle,7,21,S(t),14,medium,
phase_cycle,8,20,S(t),12,medium,
phase_cycle,9,18,S(t),9,low,
phase_cycle,10,17,S(t),7,low,
phase_cycle,11,17,S(t),6,low,
phase_cycle,78,84,S(t),6,low,
phase_cycle,79,87,S(t),8,low,
phase_cycle,80,89,S(t),9,low,
phase_cycle,81,93,S(t),12,medium,
phase_cycle,82,95,S(t),13,medium,
phase_cycle,83,97,S(t),14,medium,
phase_cycle,84,100,S(t),16,medium,
phase_cycle,85,101,S(t),16,medium,
phase_cycle,86,102,S(t),16,medium,
phase_cycle,87,101,S(t),14,medium,
phase_cycle,88,101,S(t),13,medium,
phase_cycle,89,100,S(t),11,medium,
phase_cycle,90,100,S(t),10,medium,
phase_cycle,91,99,S(t),8,low,
phase_cycle,92,98,S(t),6,low,
phase_cycle,93,98,S(t),5,low,
phase_cycle,93,101,S(t),8,low,
phase_cycle,94,100,S(t),6,low,
phase_cycle,164,169,S(t),5,low,
phase_cycle,165,172,S(t),7,low,
phase_cycle,166,175,S(t),9,low,
phase_cycle,167,177,S(t),10,medium,
phase_cycle,168,179,S(t),11,medium,
phase_cycle,169,182,S(t),13,medium,
phase_cycle,170,185,S(t),15,medium,
phase_cycle,171,186,S(t),15,medium,
phase_cycle,172,188,S(t),16,medium,
phase_cycle,173,188,S(t),15,medium,
phase_cycle,174,187,S(t),13,medium,
phase_cycle,175,187,S(t),12,medium,
phase_cycle,176,186,S(t),10,medium,
phase_cycle,177,185,S(t),8,low,
phase_cycle,178,185,S(t),7,low,
phase_cycle,179,185,S(t),6,low,
phase_cycle,179,188,S(t),9,low,
phase_cycle,180,188,S(t),8,low,
phase_cycle,181,186,S(t),5,low,
phase_cycle,251,256,S(t),5,low,
phase_cycle,252,259,S(t),7,low,
phase_cycle,253,261,S(t),8,low,
phase_cycle,254,264,S(t),10,medium,
phase_cycle,255,266,S(t),11,medium,
phase_cycle,256,269,S(t),13,medium,
phase_cycle,257,271,S(t),14,medium,
phase_cycle,258,273,S(t),15,medium,
phase_cycle,259,275,S(t),16,medium,
phase_cycle,260,274,S(t),14,medium,
phase_cycle,261,274,S(t),13,medium,
phase_cycle,262,273,S(t),11,medium,
phase_cycle,263,273,S(t),10,medium,
phase_cycle,264,273,S(t),9,low,
phase_cycle,265,272,S(t),7,low,
phase_cycle,266,272,S(t),6,low,
phase_cycle,266,275,S(t),9,low,
phase_cycle,267,274,S(t),7,low,
phase_cycle,268,273,S(t),5,low,
phase_cycle,338,343,S(t),5,low,
phase_cycle,339,346,S(t),7,low,
phase_cycle,340,348,S(t),8,low,
phase_cycle,341,351,S(t),10,medium,
phase_cycle,342,353,S(t),11,medium,
phase_cycle,343,356,S(t),13,medium,
phase_cycle,344,358,S(t),14,medium,
phase_cycle,345,361,S(t),16,medium,
phase_cycle,346,361,S(t),15,medium,
phase_cycle,347,361,S(t),14,medium,
phase_cycle,348,362,S(t),14,medium,
phase_cycle,349,360,S(t),11,medium,
phase_cycle,350,360,S(t),10,medium,
phase_cycle,351,360,S(t),9,low,
phase_cycle,352,359,S(t),7,low,
phase_cycle,353,358,S(t),5,low,
phase_cycle,353,362,S(t),9,low,
phase_cycle,354,361,S(t),7,low,
phase_cycle,355,360,S(t),5,low,
phase_cycle,425,430,S(t),5,low,
phase_cycle,426,433,S(t),7,low,
phase_cycle,427,435,S(t),8,low,
phase_cycle,428,438,S(t),10,medium,
phase_cycle,429,441,S(t),12,medium,
phase_cycle,430,443,S(t),13,medium,
phase_cycle,431,446,S(t),15,medium,
phase_cycle,432,447,S(t),15,medium,
phase_cycle,433,448,S(t),15,medium,
phase_cycle,434,449,S(t),15,medium,
phase_cycle,435,448,S(t),13,medium,
phase_cycle,436,448,S(t),12,medium,
phase_cycle,437,446,S(t),9,low,
phase_cycle,438,446,S(t),8,low,
phase_cycle,439,446,S(t),7,low,
phase_cycle,440,445,S(t),5,low,
phase_cycle,440,449,S(t),9,low,
phase_cycle,441,448,S(t),7,low,
phase_cycle,442,447,S(t),5,low,
fractal_pattern,150,250,S(t),0.644759,medium,10/100
fractal_pattern,300,400,S(t),0.818789,medium,10/100
fractal_pattern,100,200,C(t),0.923062,high,10/100
fractal_pattern,150,250,C(t),0.923734,high,10/100
fractal_pattern,200,300,C(t),0.924311,high,10/100
fractal_pattern,250,350,C(t),0.916936,high,10/100
fractal_pattern,300,400,C(t),0.881727,medium,10/100
