event_type,t_start,t_end,metric,value,severity,scale
anomaly,98,147,A_mean(t),20.829675,high,
anomaly,99,148,A_mean(t),19.900436,high,
anomaly,100,149,A_mean(t),18.332951,high,
anomaly,101,150,A_mean(t),17.163476,high,
anomaly,102,151,A_mean(t),15.756468,high,
anomaly,103,151,A_mean(t),13.751349,high,
anomaly,104,150,A_mean(t),11.592369,high,
anomaly,105,149,A_mean(t),10.222889,high,
anomaly,106,147,A_mean(t),8.349075,medium,
anomaly,107,146,A_mean(t),7.321438,medium,
anomaly,108,145,A_mean(t),6.556182,medium,
anomaly,109,144,A_mean(t),6.059958,medium,
anomaly,110,143,A_mean(t),5.336914,medium,
anomaly,111,139,A_mean(t),4.865820,medium,
anomaly,112,138,A_mean(t),4.476137,medium,
anomaly,114,118,A_mean(t),3.150889,low,
anomaly,200,248,A_mean(t),20.441837,high,
anomaly,201,248,A_mean(t),20.047838,high,
anomaly,202,248,A_mean(t),17.319241,high,
anomaly,203,245,A_mean(t),14.160690,high,
anomaly,204,245,A_mean(t),11.648202,high,
anomaly,205,245,A_mean(t),9.784870,high,
anomaly,206,244,A_mean(t),8.353464,medium,
anomaly,207,241,A_mean(t),7.233074,medium,
anomaly,208,240,A_mean(t),6.334804,medium,
anomaly,209,240,A_mean(t),5.617819,medium,
anomaly,210,237,A_mean(t),5.019700,medium,
anomaly,211,236,A_mean(t),4.516321,medium,
anomaly,212,236,A_mean(t),4.091629,low,
anomaly,213,234,A_mean(t),3.729480,low,
anomaly,116,119,entropy_S,3.773391,low,
anomaly,117,119,entropy_S,3.555615,low,
anomaly,123,125,entropy_S,3.736376,low,
anomaly,274,285,entropy_S,7.702516,medium,
anomaly,275,285,entropy_S,6.484023,medium,
anomaly,276,285,entropy_S,5.837369,medium,
anomaly,277,284,entropy_S,5.063233,medium,
anomaly,278,282,entropy_S,4.374430,medium,
anomaly,279,281,entropy_S,3.832026,low,
anomaly,494,499,entropy_S,4.530454,medium,
anomaly,495,499,entropy_S,3.901780,low,
anomaly,257,261,effort(t),11.176640,high,
anomaly,263,265,effort(t),3.581294,low,
anomaly,277,326,effort(t),115.068388,high,
anomaly,278,327,effort(t),104.439313,high,
anomaly,279,328,effort(t),84.211153,high,
anomaly,280,282,effort(t),7.358637,medium,
anomaly,278,327,mean_high_effort,188.541255,high,
anomaly,279,328,mean_high_effort,175.046525,high,
anomaly,280,329,mean_high_effort,160.954811,high,
anomaly,281,330,mean_high_effort,135.514931,high,
anomaly,282,331,mean_high_effort,121.623422,high,
anomaly,283,332,mean_high_effort,102.625162,high,
anomaly,284,333,mean_high_effort,85.433007,high,
anomaly,285,334,mean_high_effort,73.624599,high,
anomaly,286,335,mean_high_effort,65.516123,high,
anomaly,287,336,mean_high_effort,56.926807,high,
anomaly,288,337,mean_high_effort,51.301384,high,
anomaly,289,338,mean_high_effort,43.019732,high,
anomaly,290,339,mean_high_effort,38.045279,high,
anomaly,291,340,mean_high_effort,33.830978,high,
anomaly,292,341,mean_high_effort,33.823120,high,
anomaly,293,342,mean_high_effort,30.933566,high,
anomaly,294,343,mean_high_effort,29.088737,high,
anomaly,295,344,mean_high_effort,26.905445,high,
anomaly,296,345,mean_high_effort,25.277980,high,
anomaly,297,346,mean_high_effort,22.886787,high,
anomaly,298,347,mean_high_effort,21.007737,high,
anomaly,299,348,mean_high_effort,19.384015,high,
anomaly,300,349,mean_high_effort,18.119869,high,
anomaly,301,350,mean_high_effort,16.758206,high,
anomaly,303,352,mean_high_effort,14.842195,high,
anomaly,304,353,mean_high_effort,13.739611,high,
anomaly,305,354,mean_high_effort,12.820756,high,
anomaly,436,485,mean_high_effort,12.274742,high,
anomaly,437,486,mean_high_effort,12.097380,high,
anomaly,238,240,d_effort_dt,8.260664,medium,
anomaly,261,264,d_effort_dt,10.677779,high,
anomaly,262,264,d_effort_dt,3.703154,low,
anomaly,286,289,d_effort_dt,19.167574,high,
anomaly,287,289,d_effort_dt,16.191510,high,
anomaly,216,220,mean_abs_error,5.795079,medium,
anomaly,217,220,mean_abs_error,5.513645,medium,
anomaly,497,499,mean_abs_error,3.384501,low,
harmonic_emergence,10,103,S(t),2,medium,
harmonic_emergence,20,113,S(t),1,low,
harmonic_emergence,50,143,S(t),1,low,
harmonic_emergence,140,233,S(t),1,low,
harmonic_emergence,220,313,S(t),1,low,
harmonic_emergence,240,333,S(t),2,medium,
harmonic_emergence,250,343,S(t),4,medium,
harmonic_emergence,260,353,S(t),5,medium,
harmonic_emergence,270,363,S(t),2,medium,
harmonic_emergence,280,373,S(t),3,medium,
harmonic_emergence,290,383,S(t),1,low,
harmonic_emergence,300,393,S(t),1,low,
harmonic_emergence,310,403,S(t),1,low,
harmonic_emergence,320,413,S(t),2,medium,
harmonic_emergence,330,423,S(t),4,medium,
harmonic_emergence,340,433,S(t),2,medium,
harmonic_emergence,350,443,S(t),3,medium,
harmonic_emergence,360,453,S(t),1,low,
harmonic_emergence,390,483,S(t),1,low,
phase_cycle,1,7,S(t),6,low,
phase_cycle,2,7,S(t),5,low,
phase_cycle,3,8,S(t),5,low,
phase_cycle,352,358,S(t),6,low,
phase_cycle,353,360,S(t),7,low,
phase_cycle,378,384,S(t),6,low,
fractal_pattern,150,250,A_mean(t),0.661332,medium,10/100
fractal_pattern,200,300,A_mean(t),0.681972,medium,10/100
fractal_pattern,250,350,A_mean(t),0.850822,medium,10/100
