event_type,t_start,t_end,metric,value,severity,scale
anomaly,217,266,S(t),14.500255,high,
anomaly,218,267,S(t),14.192796,high,
anomaly,219,268,S(t),13.388469,high,
anomaly,220,269,S(t),12.288671,high,
anomaly,221,270,S(t),11.093874,high,
anomaly,222,271,S(t),9.936586,high,
anomaly,223,272,S(t),8.880895,high,
anomaly,224,273,S(t),7.946746,medium,
anomaly,225,272,S(t),7.131736,medium,
anomaly,226,271,S(t),6.424337,medium,
anomaly,227,269,S(t),5.810557,medium,
anomaly,228,267,S(t),5.276847,medium,
anomaly,229,265,S(t),4.811177,medium,
anomaly,230,263,S(t),4.403266,medium,
anomaly,433,482,S(t),11.196021,high,
anomaly,434,483,S(t),10.518554,high,
anomaly,435,484,S(t),9.750006,high,
anomaly,436,484,S(t),8.960515,high,
anomaly,437,484,S(t),8.198532,medium,
anomaly,438,483,S(t),7.491042,medium,
anomaly,439,483,S(t),6.849215,medium,
anomaly,440,482,S(t),6.274494,medium,
anomaly,441,481,S(t),5.763165,medium,
anomaly,488,520,S(t),7.241289,medium,
anomaly,489,520,S(t),6.789406,medium,
anomaly,490,519,S(t),6.283734,medium,
anomaly,491,519,S(t),5.767217,medium,
anomaly,492,518,S(t),5.269341,medium,
anomaly,493,517,S(t),4.806682,medium,
anomaly,494,516,S(t),4.386313,medium,
anomaly,495,515,S(t),4.009378,low,
anomaly,781,815,S(t),7.343788,medium,
anomaly,782,815,S(t),6.887870,medium,
anomaly,783,815,S(t),6.389071,medium,
anomaly,784,814,S(t),5.882052,medium,
anomaly,785,813,S(t),5.391646,medium,
anomaly,786,813,S(t),4.932761,medium,
anomaly,787,812,S(t),4.512514,medium,
anomaly,788,811,S(t),4.132802,low,
anomaly,1572,1600,S(t),4.855497,medium,
anomaly,1573,1599,S(t),4.628634,medium,
anomaly,1574,1598,S(t),4.362112,medium,
anomaly,1575,1597,S(t),4.078122,low,
anomaly,1968,2011,S(t),6.042149,medium,
anomaly,1969,2010,S(t),5.609771,medium,
anomaly,2091,2140,S(t),9.687609,high,
anomaly,2092,2141,S(t),9.065429,high,
anomaly,2093,2142,S(t),8.402934,medium,
anomaly,2094,2143,S(t),7.744010,medium,
anomaly,2095,2144,S(t),7.116548,medium,
anomaly,2096,2145,S(t),6.535232,medium,
anomaly,2097,2145,S(t),6.005646,medium,
anomaly,2265,2314,S(t),13.614166,high,
anomaly,2266,2315,S(t),12.675640,high,
anomaly,2267,2316,S(t),11.756905,high,
anomaly,2344,2393,S(t),8.143144,medium,
anomaly,2345,2394,S(t),7.589677,medium,
anomaly,2418,2463,S(t),10.292023,high,
anomaly,2419,2463,S(t),9.610279,high,
anomaly,2420,2463,S(t),8.881258,high,
anomaly,2421,2462,S(t),8.166272,medium,
anomaly,2422,2462,S(t),7.497331,medium,
anomaly,2423,2461,S(t),6.887026,medium,
anomaly,2424,2461,S(t),6.337114,medium,
anomaly,2469,2500,S(t),5.892276,medium,
anomaly,2470,2500,S(t),5.524637,medium,
anomaly,2471,2499,S(t),5.133685,medium,
anomaly,2472,2498,S(t),4.743030,medium,
anomaly,2473,2498,S(t),4.368669,medium,
anomaly,2844,2893,S(t),12.685825,high,
anomaly,2845,2894,S(t),11.836547,high,
anomaly,2846,2895,S(t),10.905384,high,
anomaly,2847,2894,S(t),9.957946,high,
anomaly,2848,2894,S(t),9.043400,high,
anomaly,2849,2893,S(t),8.191824,medium,
anomaly,2850,2892,S(t),7.417436,medium,
anomaly,2851,2891,S(t),6.723594,medium,
anomaly,2852,2891,S(t),6.107252,medium,
anomaly,2853,2890,S(t),5.562138,medium,
anomaly,2854,2888,S(t),5.080750,medium,
anomaly,3341,3383,S(t),10.383672,high,
anomaly,3342,3382,S(t),9.526237,high,
anomaly,3343,3382,S(t),8.675216,high,
anomaly,3344,3381,S(t),7.863178,medium,
anomaly,3345,3380,S(t),7.110119,medium,
anomaly,3346,3380,S(t),6.425619,medium,
anomaly,3347,3379,S(t),5.811821,medium,
anomaly,3348,3378,S(t),5.266191,medium,
anomaly,3349,3377,S(t),4.783638,medium,
anomaly,3350,3376,S(t),4.357951,medium,
anomaly,3351,3374,S(t),3.982691,low,
anomaly,3539,3588,S(t),16.332231,high,
anomaly,3540,3589,S(t),15.596501,high,
anomaly,3541,3590,S(t),14.574959,high,
anomaly,3542,3591,S(t),13.435746,high,
anomaly,3543,3592,S(t),12.298374,high,
anomaly,3544,3593,S(t),11.229207,high,
anomaly,3545,3594,S(t),10.256368,high,
anomaly,3546,3595,S(t),9.385813,high,
